zero-upcrossing period (s);significant wave height (m)
5.26006119108746;3.8550551702298
5.27376378325565;3.87068513610188
5.28745362690134;3.88628862163278
5.30113066847395;3.90186486507132
5.31479485551501;3.91741310219433
5.32844613664757;3.9329325663729
5.34208446156574;3.94842248864021
5.3557097810241;3.96388209775992
5.36932204682722;3.97931062029432
5.38292121181922;3.99470728067516
5.3965072298733;4.01007130127434
5.41008005588133;4.02540190247413
5.4236396457435;4.04069830274107
5.43718595635791;4.05595971869687
5.4507189456103;4.07118536519333
5.46423857236378;4.08637445538631
5.47774479644855;4.10152620080987
5.49123757865172;4.11663981145314
5.50471688070714;4.13171449583517
5.51818266528528;4.14674946108245
5.53163489598315;4.16174391300689
5.54507353731429;4.17669705618245
5.55849855469871;4.19160809402497
5.57190991445304;4.20647622887073
5.58530758378055;4.22130066205608
5.59869153076137;4.23608059399811
5.61206172434265;4.25081522427464
5.62541813432883;4.26550375170608
5.63876073137195;4.28014537443659
5.65208948696199;4.2947392900165
5.66540437341731;4.30928469548435
5.67870536387509;4.32378078744996
5.69199243228187;4.33822676217802
5.70526555338413;4.35262181567083
5.7185247027189;4.36696514375348
5.73176985660448;4.38125594215673
5.7450009921312;4.39549340660288
5.75821808715219;4.40967673288926
5.77142112027428;4.42380511697452
5.78461007084894;4.43787775506315
5.79778491896325;4.45189384369118
5.81094564543095;4.46585257981178
5.82409223178358;4.47975316088106
5.83722466026164;4.49359478494446
5.85034291380582;4.50737665072211
5.86344697604835;4.52109795769548
5.87653683130429;4.53475790619375
5.88961246456305;4.54835569747952
5.90267386147981;4.56189053383526
5.91572100836713;4.57536161865015
5.92875389218655;4.58876815650554
5.9417725005403;4.60210935326196
5.95477682166302;4.61538441614462
5.96776684441364;4.62859255382912
5.9807425582672;4.6417329765287
5.99370395330687;4.65480489607897
6.00665102021591;4.66780752602301
6.0195837502698;4.68074008169853
6.03250213532838;4.69360178032089
6.04540616782806;4.7063918410695
6.05829584077411;4.7191094851725
6.07117114773301;4.73175393598968
6.08403208282489;4.7443244190984
6.09687864071599;4.75682016237565
6.10971081661122;4.76924039608227
6.12252860624678;4.78158435294589
6.13533200588285;4.79385126824323
6.14812101229634;4.80604037988162
6.1608956227737;4.81815092848208
6.17365583510383;4.8301821574587
6.18640164757098;4.84213331310035
6.19913305894784;4.85400364465039
6.21185006848855;4.86579240438642
6.2245526759219;4.87749884769892
6.23724088144453;4.88912223316949
6.2499146857142;4.90066182264868
6.26257408984315;4.91211688133302
6.27521909539149;4.92348667784142
6.28784970436072;4.93477048429055
6.30046591918721;4.9459675763699
6.31306774273585;4.95707723341603
6.32565517829371;4.96809873848547
6.33822822956375;4.97903137842765
6.35078690065866;4.9898744439571
6.36333119609467;5.00062722972327
6.37586112078552;5.01128903438151
6.38837668003641;5.0218591606617
6.40087787953808;5.03233691543654
6.41336472536088;5.04272160978905
6.42583722394899;5.05301255907914
6.43829538211462;5.06320908300797
6.45073920703234;5.07331050568345
6.4631687062334;5.08331615568311
6.47558388760016;5.09322536611652
6.48798475936059;5.10303747468588
6.50037133008278;5.11275182374738
6.51274360866955;5.12236776036925
6.52510160435311;5.13188463639005
6.53744532668976;5.14130180847565
6.54977478555469;5.15061863817462
6.5620899911368;5.15983449197241
6.57439095393357;5.16894874134507
6.58667768474605;5.1779607628111
6.59895019467382;5.18686993798202
6.6112084951101;5.19567565361231
6.62345259773681;5.20437730164722
6.63568251451979;5.21297427926938
6.64789825770401;5.22146598894581
6.66009983980885;5.22985183847022
6.67228727362345;5.23813124100801
6.6844605722021;5.24630361513583
6.69661974885967;5.25436838488347
6.70876481716712;5.26232497977173
6.72089579094709;5.27017283484953
6.73301268426941;5.27791139073101
6.74511551144687;5.28554009362836
6.75720428703085;5.29305839538653
6.7692790258071;5.30046575351332
6.78133974279158;5.30776163121053
6.79338645322627;5.31494549740147
6.80541917257514;5.32201682675868
6.81743791652005;5.32897509972934
6.8294427009568;5.3358198025585
6.84143354199118;5.34255042731218
6.8534104559351;5.34916647189759
6.86537345930267;5.35566744008266
6.8773225688065;5.36205284151312
6.88925780135387;5.36832219172863
6.90117917404309;5.37447501217705
6.91308670415979;5.38051083022719
6.92498040917334;5.38642917917928
6.93686030673326;5.39222959827488
6.94872641466572;5.39791163270363
6.96057875097006;5.40347483361018
6.97241733381535;5.4089187580974
6.98424218153698;5.41424296922926
6.99605331263337;5.41944703603146
7.00785074576261;5.42453053349051
7.01963449973924;5.42949304255066
7.03140459353098;5.43433415010955
7.04316104625562;5.43905344901169
7.05490387717783;5.44365053804024
7.06663310570609;5.44812502190748
7.07834875138964;5.45247651124251
7.09005083391543;5.45670462257794
7.1017393731052;5.46080897833422
7.11341438891249;5.46478920680278
7.12507590141977;5.46864494212633
7.13672393083559;5.47237582427827
7.14835849749172;5.47598149903964
7.15997962184041;5.47946161797399
7.17158732445164;5.48281583840155
7.18318162601036;5.48604382336945
7.19476254731388;5.48914524162227
7.20633010926919;5.49211976756888
7.2178843328904;5.49496708124831
7.22942523929611;5.49768686829309
7.24095284970696;5.50027881989134
7.25246718544305;5.50274263274596
7.26396826792154;5.50507800903259
7.27545611865419;5.50728465635514
7.28693075924499;5.50936228769956
7.29839221138777;5.51131062138523
7.30984049686386;5.51312938101469
7.32127563753985;5.51481829542098
7.33269765536526;5.51637709861325
7.34410657237035;5.51780552971981
7.3555024106639;5.51910333292979
7.36688519243102;5.52027025743184
7.37825493993105;5.52130605735112
7.38961167549542;5.52221049168432
7.40095542152557;5.52298332423235
7.41228620049091;5.52362432353049
7.4236040349268;5.52413326277694
7.43490894743253;5.52450991975869
7.44620096066937;5.52475407677546
7.45748009735866;5.52486552056088
7.46874638027985;5.52484404220226
7.47999983226866;5.52468943705712
7.49124047621521;5.52440150466792
7.50246833506217;5.52398004867434
7.51368343180301;5.52342487672313
7.52488578948018;5.52273580037546
7.53607543118339;5.5219126350122
7.54725238004785;5.52095519973617
7.55841665925264;5.51986331727261
7.56956829201894;5.51863681386626
7.58070730160849;5.51727551917674
7.59183371132186;5.51577926617083
7.60294754449695;5.51414789101223
7.61404882450733;5.51238123294873
7.62513757476075;5.51047913419644
7.63621381869758;5.50844143982186
7.64727757978929;5.50626799762033
7.65832888153703;5.50395865799243
7.66936774747009;5.50151327381691
7.68039420114452;5.49893170032113
7.69140826614167;5.49621379494832
7.70240996606685;5.49335941722166
7.71339932454789;5.49036842860562
7.72437636523384;5.48724069236398
7.73534111179362;5.48397607341457
7.74629358791471;5.48057443818077
7.75723381730185;5.4770356544398
7.76816182367577;5.4733595911675
7.77907763077196;5.46954611837962
7.78998126233943;5.46559510696956
7.80087274213948;5.46150642854251
7.81175209394453;5.45727995524576
7.82261934153693;5.4529155595953
7.83347450870781;5.44841311429858
7.84431761925595;5.44377249207292
7.85514869698665;5.43899356546028
7.86596776571063;5.43407620663751
7.87677484924297;5.42902028722228
7.88756997140199;5.42382567807468
7.89835315600827;5.41849224909418
7.90912442688357;5.41301986901203
7.91988380784982;5.40740840517843
7.93063132272814;5.40165772334535
7.94136699533784;5.39576768744357
7.95209084949549;5.38973815935504
7.96280290901391;5.38356899867917
7.97350319770127;5.37726006249415
7.98419173936019;5.37081120511202
7.9948685577868;5.36422227782788
8.00553367676988;5.35749312866298
8.01618712008995;5.35062360210144
8.02682891151846;5.34361353882019
8.03745907481692;5.3364627754123
8.04807763373605;5.32917114410301
8.05868461201501;5.32173847245873
8.06928003338055;5.31416458308808
8.07986392154626;5.30644929333531
8.09043630021179;5.29859241496557
8.10099719306205;5.29059375384153
8.11154662376651;5.28245310959146
8.12208461597846;5.27417027526783
8.13261119333425;5.26574503699683
8.14312637945262;5.25717717361779
8.153630197934;5.24846645631223
8.16412267235978;5.23961264822265
8.17460382629172;5.2306155040597
8.18507368327119;5.22147476969828
8.19553226681863;5.21219018176109
8.2059796004328;5.20276146719013
8.21641570759027;5.19318834280461
8.22684061174472;5.1834705148456
8.23725433632634;5.1736076785061
8.24765690474133;5.16359951744639
8.25804834037121;5.15344570329379
8.26842866657229;5.14314589512604
8.27879790667516;5.13269973893788
8.28915608398404;5.12210686708954
8.29950322177635;5.11136689773686
8.30983934330211;5.1004794342418
8.32016447178346;5.08944406456248
8.3304786304141;5.07826036062181
8.34078184235885;5.06692787765379
8.35107413075317;5.05544615352603
8.36135551870261;5.04381470803771
8.37162602928238;5.03203304219151
8.38188568553692;5.02010063743824
8.39213451047939;5.00801695489285
8.40237252709128;4.9957814345202
8.41259975832194;4.98339349428915
8.42281622708817;4.97085252929329
8.4330219562738;4.95815791083633
8.44321696872931;4.9453089854806
8.45340128727137;4.93230507405637
8.4635749346825;4.91914547062988
8.47373793371067;4.90582944142793
8.48389030706895;4.89235622371653
8.49403207743508;4.87872502463077
8.50416326745118;4.86493501995364
8.51428389972335;4.85098535284023
8.52439399682138;4.83687513248462
8.53449358127835;4.82260343272572
8.54458267559032;4.80816929058865
8.55466130221607;4.79357170475758
8.56472948357667;4.77880963397595
8.57478724205528;4.76388199536948
8.58483459999681;4.74878766268733
8.5948715797076;4.73352546445586
8.60489820345513;4.71809418203991
8.61491449346784;4.70249254760502
8.62492047193472;4.68671924197463
8.63491616100512;4.67077289237485
8.64490158278847;4.65465207005957
8.65487675935403;4.63835528780758
8.66484171273066;4.62188099728288
8.67479646490652;4.60522758624875
8.68474103782891;4.58839337562517
8.69467545340394;4.57137661637826
8.70459973349644;4.55417548622986
8.71451389992962;4.53678808617359
8.72441797448488;4.51921243678337
8.73431197890169;4.50144647429849
8.74419593487728;4.4834880464681
8.75406986406647;4.46533490813653
8.76393378808155;4.44698471654896
8.773787728492;4.428435026355
8.78363170682431;4.40968328428575
8.79346574456191;4.39072682347737
