significant wave height(m);wind speed (m/s)
1.3493341341567;13.5188482189388
1.35951148478433;13.5507512922912
1.36972935134663;13.5826997462522
1.37998766902452;13.6146928501027
1.3902863724934;13.6467298691267
1.40062539593444;13.6788100647043
1.41100467304577;13.7109326944056
1.42142413705352;13.743097012083
1.43188372072278;13.7753022679625
1.44238335636848;13.8075477087363
1.45292297586608;13.8398325776543
1.46350251066222;13.872156114612
1.47412189178526;13.9045175562439
1.48478104985568;13.936916136009
1.49547991509634;13.9693510842816
1.50621841734275;14.0018216284391
1.5169964860531;14.0343269929476
1.52781405031823;14.0668663994506
1.53867103887151;14.0994390668531
1.54956738009859;14.1320442114075
1.56050300204703;14.164681046799
1.57147783243585;14.1973487842275
1.58249179866492;14.2300466324924
1.5935448278243;14.2627737980741
1.60463684670343;14.2955294852156
1.61576778180021;14.3283128960042
1.62693755933002;14.3611232304505
1.63814610523455;14.3939596865692
1.64939334519058;14.4268214604564
1.66067920461866;14.459707746369
1.67200360869161;14.4926177368004
1.68336648234301;14.5255506225576
1.6947677502755;14.5585055928374
1.70620733696901;14.5914818352997
1.71768516668889;14.6244785361436
1.72920116349393;14.6574948801786
1.74075525124423;14.6905300508992
1.75234735360904;14.7235832305546
1.76397739407444;14.7566536002212
1.77564529595094;14.7897403398721
1.78735098238095;14.8228426284465
1.79909437634621;14.8559596439181
1.81087540067503;14.8890905633631
1.82269397804947;14.9222345630274
1.83455003101247;14.9553908183921
1.84644348197477;14.9885585042394
1.85837425322184;15.0217367947174
1.87034226692062;15.0549248634031
1.88234744512623;15.0881218833655
1.89438970978855;15.1213270272288
1.90646898275869;15.1545394672325
1.91858518579539;15.1877583752931
1.93073824057132;15.220982923063
1.94292806867928;15.2542122819893
1.95515459163828;15.2874456233736
1.9674177308996;15.3206821184279
1.97971740785263;15.353920938331
1.9920535438308;15.3871612542865
2.00442606011721;15.4204022375748
2.01683487795035;15.4536430596095
2.02927991852961;15.4868828919911
2.04176110302077;15.5201209065574
2.05427835256136;15.5533562754383
2.06683158826596;15.5865881711045
2.0794207312314;15.6198157664192
2.09204570254186;15.6530382346877
2.10470642327395;15.686254749706
2.11740281450158;15.7194644858078
2.13013479730091;15.7526666179142
2.14290229275506;15.7858603215777
2.15570522195885;15.8190447730294
2.16854350602341;15.8522191492237
2.18141706608073;15.8853826278827
2.19432582328807;15.9185343875394
2.2072696988324;15.9516736075807
2.22024861393468;15.9847994682892
2.23326248985408;16.0179111508845
2.24631124789215;16.0510078375643
2.25939480939685;16.0840887115434
2.27251309576662;16.1171529570931
2.28566602845424;16.1501997595798
2.29885352897073;16.1832283055019
2.31207551888912;16.2162377825273
2.32533191984814;16.2492273795298
2.3386226535559;16.2821962866234
2.35194764179342;16.3151436951982
2.36530680641819;16.3480687979538
2.37870006936754;16.3809707889324
2.39212735266205;16.4138488635519
2.40558857840884;16.4467022186378
2.41908366880483;16.4795300524535
2.43261254613987;16.5123315647315
2.44617513279987;16.5451059567032
2.45977135126986;16.5778524311278
2.47340112413696;16.6105701923198
2.4870643740933;16.6432584461781
2.50076102393889;16.6759164002121
2.51449099658441;16.7085432635677
2.52825421505395;16.7411382470537
2.54205060248773;16.7737005631661
2.55588008214468;16.806229426112
2.56974257740505;16.8387240518337
2.58363801177288;16.8711836580313
2.59756630887851;16.9036074641844
2.61152739248094;16.9359946915742
2.6255211864702;16.9683445633037
2.63954761486967;17.0006563043172
2.65360660183826;17.0329291414214
2.66769807167269;17.0651623033016
2.68182194880955;17.0973550205421
2.69597815782745;17.1295065256413
2.71016662344904;17.1616160530297
2.72438727054299;17.1936828390855
2.73864002412597;17.2257061221486
2.75292480936453;17.2576851425371
2.76724155157694;17.2896191425589
2.78159017623502;17.3215073665264
2.79597060896587;17.3533490607677
2.81038277555364;17.3851434736394
2.82482660194111;17.4168898555359
2.83930201423143;17.4485874589012
2.85380893868961;17.4802355382375
2.86834730174411;17.5118333501138
2.88291702998834;17.5433801531746
2.89751805018211;17.5748752081466
2.91215028925305;17.6063177778455
2.92681367429799;17.6377071271817
2.94150813258433;17.6690425231654
2.95623359155129;17.7003232349105
2.97098997881122;17.7315485336389
2.98577722215082;17.7627176926826
3.0005952495323;17.7938299874857
3.01544398909458;17.8248846956058
3.03032336915439;17.8558810967143
3.04523331820735;17.8868184725961
3.06017376492901;17.9176961071479
3.07514463817592;17.9485132863766
3.09014586698653;17.9792692983963
3.10517738058222;18.0099634334245
3.12023910836817;18.0405949837775
3.13533097993425;18.0711632438649
3.15045292505591;18.1016675101831
3.16560487369497;18.1321070813087
3.1807867560004;18.1624812578896
3.19599850230916;18.1927893426364
3.21124004314685;18.2230306403122
3.22651130922845;18.2532044577218
3.24181223145903;18.2833101036997
3.25714274093434;18.3133468890971
3.2725027689415;18.3433141267686
3.28789224695952;18.3732111315561
3.30331110665997;18.4030372202746
3.31875927990742;18.4327917116932
3.33423669876004;18.462473926519
3.34974329547005;18.4920831873764
3.36527900248419;18.521618818788
3.38084375244423;18.5510801471521
3.39643747818727;18.5804665007212
3.41206011274628;18.6097772095773
3.42771158935035;18.6390116056077
3.44339184142515;18.6681690224784
3.45910080259317;18.6972487956066
3.47483840667411;18.7262502621322
3.4906045876851;18.7551727608876
3.50639927984101;18.7840156323659
3.52222241755471;18.8127782186889
3.53807393543724;18.841459863572
3.55395376829808;18.8700599122893
3.5698618511453;18.8985777116356
3.58579811918574;18.9270126098885
3.60176250782518;18.9553639567676
3.61775495266841;18.9836311033929
3.63377538951945;19.0118134022413
3.64982375438154;19.0399102071013
3.6658999834573;19.0679208730262
3.68200401314873;19.0958447562855
3.69813578005731;19.123681214314
3.71429522098401;19.1514296056602
3.73048227292929;19.1790892899311
3.7466968730931;19.2066596277368
3.76293895887491;19.2341399806316
3.77920846787361;19.2615297110539
3.79550533788751;19.2888281822637
3.81182950691426;19.3160347582779
3.82818091315081;19.343148803803
3.84455949499325;19.3701696841664
3.86096519103678;19.3970967652442
3.87739794007558;19.4239294133872
3.89385768110262;19.4506669953441
3.91034435330962;19.4773088781822
3.92685789608681;19.5038544292056
3.94339824902282;19.5303030158697
3.95996535190448;19.5566540056943
3.97655914471661;19.5829067661723
3.99317956764188;19.6090606646766
4.00982656106053;19.6351150683624
4.0265000655502;19.6610693440683
4.04320002188566;19.6869228582116
4.05992637103859;19.7126749766824
4.07667905417732;19.7383250647324
4.09345801266658;19.7638724868615
4.11026318806717;19.7893166066992
4.12709452213576;19.814656786883
4.14395195682454;19.8398923889326
4.16083543428093;19.8650227731194
4.17774489684729;19.8900472983325
4.19468028706058;19.9149653219395
4.21164154765203;19.9397761996428
4.22862862154681;19.9644792853316
4.24564145186373;19.9890739309282
4.26267998191479;20.0135594862298
4.27974415520492;20.0379352987445
4.29683391543155;20.062200713522
4.31394920648427;20.0863550729791
4.33108997244443;20.1103977167183
4.34825615758478;20.1343279813407
4.365447706369;20.1581452002534
4.38266456345142;20.1818487034689
4.3999066736765;20.2054378173985
