zero-upcrossing period (s);significant wave height (m)
5.34936248976541;4.14281693331213
5.36540214453474;4.1708669789911
5.38143315308115;4.1990097822623
5.39745542135486;4.22724373167768
5.41346885664768;4.2555671631465
5.42947336758258;4.28397835933832
5.44546886410325;4.3124755490996
5.46145525746364;4.3410569068833
5.47743246021751;4.36972055219117
5.49340038620792;4.39846454903363
5.50935895055672;4.42728690540403
5.52530806965409;4.45618557276773
5.54124766114799;4.48515844557281
5.55717764393367;4.51420336077343
5.57309793814314;4.54331809737712
5.58900846513467;4.57250037600962
5.60490914748228;4.60174785849953
5.62079990896522;4.63105814748769
5.63668067455751;4.66042878605515
5.65255137041742;4.68985725737739
5.66841192387705;4.71934098440258
5.6842622634318;4.74887732955212
5.70010231873001;4.77846359445101
5.71593202056247;4.80809701968237
5.73175130085208;4.83777478457057
5.74756009264342;4.8674940069938
5.76335833009242;4.89725174322436
5.77914594845605;4.92704498780152
5.79492288408198;4.95687067343396
5.81068907439831;4.98672567093556
5.82644445790337;5.01660678919314
5.84218897415545;5.04651077516893
5.85792256376267;5.07643431393825
5.87364516837282;5.10637402876071
5.88935673066324;5.1363264811913
5.90505719433076;5.16628817122461
5.9207465040817;5.19625553748137
5.93642460562182;5.22622495742963
5.95209144564642;5.2561927476497
5.96774697183041;5.2861551641363
5.98339113281846;5.31610840264329
5.99902387821517;5.34604859907004
6.01464515857531;5.37597182989008
6.03025492539406;5.405874112624
6.04585313109739;5.43575140635412
6.06143972903238;5.46559961228571
6.07701467345766;5.49541457435261
6.09257791953388;5.52519207986732
6.10812942331422;5.55492786021836
6.123669141735;5.58461759161503
6.13919703260623;5.61425689587671
6.15471305460239;5.64384134127253
6.17021716725306;5.6733664434065
6.18570933093381;5.70282766615107
6.20118950685695;5.73222042263231
6.21665765706251;5.76154007625957
6.23211374440913;5.79078194180512
6.24755773256512;5.81994128653661
6.26298958599952;5.84901333139219
6.27840926997322;5.87799325221101
6.29381675053016;5.90687618101053
6.30921199448855;5.93565720731055
6.32459496943223;5.96433137951224
6.33996564370199;5.9928937063199
6.35532398638702;6.02133915821609
6.37066996731637;6.04966266898378
6.38600355705055;6.07785913727626
6.4013247268731;6.10592342823441
6.41663344878225;6.13385037515505
6.43192969548269;6.16163478120053
6.44721344037736;6.18927142115972
6.46248465755926;6.21675504325241
6.47774332180344;6.24408037097985
6.49298940855891;6.2712421050187
6.50822289394075;6.29823492515915
6.52344375472215;6.32505349228606
6.53865196832664;6.35169245040188
6.55384751282028;6.37814642869041
6.56903036690399;6.40441004361991
6.58420050990585;6.43047790108556
6.5993579217736;6.45634459858977
6.61450258306703;6.48200472745719
6.62963447495063;6.50745287508682
6.64475357918612;6.53268362723772
6.65985987812513;6.55769157034428
6.67495335470199;6.58247129386597
6.69003399242646;6.60701739266386
6.70510177537664;6.63132446940564
6.72015668819186;6.65538713699726
6.73519871606568;6.67920002103883
6.75022784473893;6.70275776230073
6.76524406049285;6.72605501922493
6.78024735014221;6.74908647044183
6.79523770102857;6.77184681730543
6.8102151010136;6.79433078644233
6.82517953847239;6.81653313231707
6.84013100228689;6.83844863980462
6.85506948183941;6.86007212677425
6.86999496700612;6.88139844668023
6.88490744815069;6.90242249115623
6.89980691611791;6.92313919261233
6.91469336222746;6.94354352683371
6.92956677826765;6.96363051557642
6.94442715648929;6.9833952291585
6.95927448959957;7.0028327890463
6.97410877075604;7.02193837042998
6.98892999356062;7.0407072047883
7.00373815205367;7.05913458244328
7.01853324070814;7.07721585509233
7.03331525442377;7.09494643833024
7.04808418852133;7.11232181414265
7.06284003873693;7.12933753338383
7.0775828012164;7.14598921822411
7.09231247250968;7.16227256457083
7.10702904956536;7.17818334446241
7.12173252972517;7.19371740842413
7.1364229107186;7.20887068779621
7.15110019065751;7.2236391970186
7.16576436803089;7.23801903588159
7.18041544169959;7.25200639173067
7.1950534108911;7.26559754163136
7.20967827519451;7.27878885448632
7.22429003455532;7.29157679310329
7.2388886892705;7.30395791621582
7.25347423998348;7.31592888044897
7.26804668767926;7.32748644223278
7.28260603367949;7.33862745965753
7.29715227963772;7.34934889427242
7.3116854275346;7.35964781282369
7.32620547967317;7.36952138893105
7.34071243867423;7.37896690469927
7.35520630747168;7.38798175226698
7.36968708930801;7.39656343528508
7.38415478772977;7.404709570331
7.39860940658311;7.41241788824856
7.41305095000936;7.41968623541953
7.4274794224407;7.42651257496135
7.44189482859582;7.43289498785131
7.45629717347564;7.43883167397492
7.47068646235915;7.44432095309892
7.48506270079917;7.44936126576645
7.49942589461827;7.45395117411424
7.5137760499047;7.45808936261176
7.5281131730083;7.46177463871886
7.5424372705366;7.46500593346463
7.5567483493508;7.46778230194433
7.57104641656193;7.47010292373615
7.58533147952696;7.47196710323433
7.59960354584504;7.47337426990219
7.61386262335367;7.47432397844163
7.62810872012504;7.47481590887986
7.64234184446235;7.47484986657641
7.65656200489613;7.4744257821434
7.67076921018068;7.47354371128843
7.68496346929053;7.47220383457204
7.69914479141692;7.47040645708543
7.71331318596431;7.46815200804625
7.727468662547;7.465441040315
7.7416112309857;7.46227422982995
7.75574090130422;7.45865237496412
7.76985768372612;7.4545763958033
7.7839615886715;7.45004733334672
7.79805262675371;7.44506634863089
7.81213080877623;7.4396347217781
7.82619614572943;7.43375385097051
7.84024864878754;7.42742525135118
7.85428832930553;7.42065055385249
7.86831519881607;7.41343150395528
7.88232926902653;7.4057699603773
7.89633055181606;7.39766789369445
7.91031905923256;7.38912738489665
7.92429480348989;7.38015062387843
7.93825779696495;7.37073990786627
7.95220805219486;7.36089763978567
7.96614558187419;7.3506263265682
7.98007039885218;7.33992857740135
7.99398251613006;7.32880710192185
8.0078819468583;7.31726470835683
8.02176870433402;7.30530430161159
8.03564280199831;7.29292888130804
8.04950425343368;7.28014153977586
8.06335307236148;7.2669454599971
8.07718927263939;7.25334391350758
8.09101286825892;7.23934025825704
8.10482387334293;7.22493793642891
8.11862230214324;7.21014047222433
8.13240816903816;7.19495146960923
8.14618148853022;7.17937461003025
8.15994227524371;7.1634136500991
8.17369054392247;7.14707241924834
8.18742630942754;7.13035481736115
8.20114958673493;7.11326481237658
8.21486039093342;7.09580643787385
8.22855873722231;7.07798379063533
8.24224464090931;7.05980102819354
8.25591811740836;7.0412623663615
8.26957918223751;7.02237207675076
8.28322785101687;7.00313448427773
8.29686413946654;6.98355396466085
