significant wave heigth(m);wind speed(m/s)
1.61046903321093;19.2184891343525
1.62189824926827;19.2428140566321
1.63336789818286;19.2671817512606
1.64487788718253;19.2915919517672
1.65642812315239;19.3160443842921
1.66801851264662;19.3405387678265
1.67964896190003;19.365074814244
1.69131937683953;19.3896522283621
1.70302966309546;19.4142707080975
1.71477972601275;19.4389299444796
1.72656947066197;19.4636296218208
1.73839880185025;19.4883694177672
1.75026762413202;19.5131490033362
1.76217584181963;19.5379680431314
1.77412335899385;19.562826195353
1.78611007951421;19.5877231118807
1.79813590702922;19.6126584383851
1.81020074498641;19.6376318144465
1.82230449664231;19.662642873578
1.8344470650722;19.6876912433807
1.84662835317981;19.7127765455832
1.85884826370683;19.7378983962122
1.87110669924232;19.7630564055254
1.88340356223194;19.7882501782801
1.89573875498709;19.813479313703
1.90811217969393;19.8387434056119
1.92052373842219;19.8640420425044
1.93297333313393;19.8893748076753
1.94546086569214;19.9147412792423
1.9579862378692;19.9401410302409
1.97054935135525;19.9655736287864
1.98315010776634;19.9910386380478
1.99578840865258;20.016535616427
2.00846415550607;20.0420641175519
2.02117724976874;20.0676236904913
2.03392759284005;20.0932138796517
2.0467150860846;20.1188342250486
2.05953963083956;20.1444842622419
2.07240112842204;20.1701635225112
2.0852994801363;20.1958715328871
2.09823458728084;20.2216078162323
2.11120635115542;20.2473718913506
2.12421467306786;20.2731632730126
2.13725945434085;20.2989814721043
2.15034059631856;20.3248259956372
2.16345800037314;20.3506963468266
2.17661156791114;20.3765920252333
2.1898012003798;20.402512526773
2.20302679927322;20.4284573438081
2.21628826613845;20.4544259651998
2.22958550258142;20.4804178764575
2.2429184102728;20.5064325596744
2.25628689095376;20.5324694937531
2.26969084644157;20.5585281543495
2.28313017863518;20.5846080140017
2.29660478952061;20.6107085421702
2.31011458117627;20.6368292053409
2.32365945577822;20.6629694670742
2.33723931560525;20.6891287880361
2.35085406304393;20.7153066260923
2.36450360059353;20.7415024364164
2.3781878308708;20.7677156714651
2.39190665661479;20.7939457810679
2.40565998069139;20.8201922125629
2.41944770609791;20.8464544107234
2.43326973596755;20.8727318179569
2.44712597357369;20.8990238742345
2.46101632233423;20.9253300172733
2.4749406858157;20.9516496824707
2.48889896773736;20.9779823030576
2.50289107197522;21.0043273101002
2.51691690256593;21.0306841325811
2.5309763637106;21.057052197424
2.54506935977855;21.0834309295965
2.55919579531095;21.1098197521139
2.57335557502444;21.1362180860648
2.58754860381454;21.1626253507848
2.60177478675915;21.1890409637502
2.61603402912182;21.2154643407355
2.63032623635503;21.2418948958222
2.64465131410339;21.2683320414435
2.65900916820668;21.2947751884519
2.67339970470293;21.3212237461142
2.68782282983137;21.3476771222509
2.70227845003527;21.3741347231452
2.7167664719648;21.400595953742
2.73128680247971;21.4270602175295
2.74583934865206;21.4535269167209
2.76042401776875;21.4799954522147
2.77504071733411;21.5064652236353
2.78968935507233;21.5329356294244
2.80436983892985;21.5594060668348
2.81908207707772;21.585875931978
2.83382597791385;21.6123446198402
2.84860145006522;21.6388115243869
2.86340840239001;21.6652760385176
2.87824674397968;21.6917375541596
2.89311638416103;21.7181954622508
2.9080172324981;21.7446491528263
2.92294919879413;21.7710980149975
2.93791219309336;21.797541437046
2.95290612568283;21.8239788063929
2.96793090709414;21.8504095096607
2.98298644810509;21.8768329327031
2.99807265974133;21.9032484606392
3.0131894532779;21.929655477839
3.02833674024078;21.9560533680221
3.04351443240834;21.982441514215
3.05872244181275;22.0088192988327
3.07396068074135;22.0351861036659
3.08922906173798;22.0615413099312
3.10452749760422;22.087884298263
3.11985590140064;22.1142144487779
3.13521418644795;22.1405311410753
3.15060226632813;22.1668337542635
3.16602005488555;22.1931216669664
3.18146746622793;22.2193942573662
3.19694441472742;22.2456509032287
3.2124508150215;22.2718909818949
3.22798658201391;22.2981138703143
3.2435516308755;22.3243189450825
3.25914587704508;22.3505055824089
3.2747692362302;22.3766731582056
3.29042162440787;22.4028210480326
3.30610295782532;22.4289486271588
3.32181315300065;22.4550552705682
3.33755212672343;22.4811403529675
3.35331979605537;22.5072032487947
3.36911607833081;22.5332433322624
3.3849408911573;22.5592599773362
3.40079415241605;22.5852525577598
3.41667578026243;22.6112204470808
3.43258569312638;22.6371630186431
3.44852380971277;22.6630796456075
3.46449004900181;22.6889697009521
3.48048433024936;22.7148325575032
3.49650657298723;22.7406675879226
3.51255669702342;22.7664741647236
3.52863462244242;22.792251660284
3.54474026960534;22.8179994468429
3.56087355915019;22.8437168965335
3.57703441199191;22.8694033813399
3.59322274932263;22.8950582731724
3.60943849261164;22.9206809437963
3.62568156360558;22.9462707649075
3.64195188432838;22.9718271080773
3.65824937708137;22.9973493448087
3.67457396444321;23.0228368464956
3.6909255692699;23.0482889844604
3.70730411469473;23.0737051299222
3.72370952412818;23.0990846540403
3.74014172125783;23.1244269278739
3.75660063004826;23.149731322406
3.77308617474089;23.1749972085467
3.78959827985382;23.2002239571186
