zero-upcrossing period (s);significant wave height (m)
4.72572859508705;2.742188365788
4.7354994931952;2.75162265169643
4.74525607729307;2.76108157372133
4.75499834010895;2.77056467808738
4.7647262750324;2.78007151185319
4.77443987610571;2.7896016229284
4.78413913801542;2.79915456009068
4.79382405608383;2.80872987300176
4.8034946262606;2.81832711222216
4.81315084511447;2.82794582922648
4.82279270982488;2.8375855764174
4.83242021817382;2.84724590713822
4.84203336853757;2.85692637568671
4.85163215987862;2.86662653732584
4.86121659173758;2.87634594829605
4.87078666422517;2.88608416582583
4.88034237801427;2.89584074814135
4.889883734332;2.90561525447682
4.89941073495188;2.91540724508253
4.90892338218607;2.92521628123362
4.91842167887763;2.93504192523814
4.92790562839284;2.94488374044335
4.93737523461362;2.95474129124305
4.94683050192996;2.96461414308326
4.95627143523248;2.97450186246766
4.96569803990495;2.98440401696276
4.97511032181695;2.99432017520191
4.9845082873166;3.00424990688955
4.99389194322327;3.01419278280422
5.00326129682043;3.02414837480163
5.01261635584855;3.03411625581669
5.02195712849802;3.04409599986538
5.03128362340215;3.05408718204633
5.04059584963029;3.06408937854103
5.04989381668092;3.07410216661496
5.05917753447487;3.0841251246166
5.06844701334858;3.09415783197763
5.07770226404741;3.10419986921106
5.08694329771903;3.11425081791039
5.0961701259069;3.12431026074724
5.10538276054373;3.134377781469
5.1145812139451;3.14445296489598
5.12376549880306;3.15453539691803
5.13293562817989;3.16462466449115
5.14209161550178;3.17472035563288
5.15123347455273;3.18482205941805
5.16036121946841;3.19492936597393
5.16947486473011;3.20504186647447
5.17857442515874;3.21515915313471
5.18765991590895;3.22528081920488
5.19673135246321;3.23540645896345
5.20578875062606;3.2455356677106
5.21483212651834;3.25566804176063
5.22386149657154;3.26580317843403
5.23287687752214;3.27594067605024
5.24187828640611;3.28608013391862
5.25086574055337;3.29622115232944
5.25983925758238;3.3063633325457
5.26879885539476;3.31650627679247
5.27774455216998;3.32664958824785
5.2866763663601;3.33679287103287
5.29559431668459;3.34693573020007
5.30449842212516;3.35707777172379
5.31338870192075;3.36721860248799
5.32226517556242;3.37735783027521
5.33112786278849;3.38749506375479
5.33997678357956;3.3976299124705
5.34881195815371;3.40776198682775
5.35763340696169;3.41789089808156
5.36644115068223;3.42801625832247
5.37523521021729;3.43813768046365
5.38401560668755;3.44825477822696
5.39278236142774;3.45836716612902
5.40153549598222;3.46847445946658
5.41027503210047;3.47857627430185
5.41900099173276;3.48867222744752
5.42771339702573;3.4987619364515
5.43641227031817;3.50884501958133
5.44509763413676;3.51892109580807
5.45376951119186;3.52898978479022
5.46242792437346;3.53905070685727
5.47107289674703;3.54910348299255
5.47970445154954;3.55914773481641
5.48832261218547;3.56918308456894
5.49692740222289;3.57920915509176
5.50551884538964;3.58922556981048
5.51409696556941;3.59923195271612
5.52266178679807;3.60922792834653
5.53121333325991;3.61921312176762
5.53975162928398;3.62918715855431
5.54827669934044;3.63914966477041
5.55678856803703;3.64910026694952
5.56528726011553;3.65903859207467
5.57377280044827;3.66896426755797
5.58224521403472;3.6788769212196
5.5907045259981;3.68877618126745
5.59915076158202;3.69866167627529
5.60758394614724;3.70853303516138
5.61600410516839;3.71838988716667
5.62441126423075;3.72823186183245
5.63280544902713;3.73805858897772
