significant wave height (m);zero-up-crossing period (s)
5.828508944560224;8.231036864027034
5.816283425642325;8.360925058362984
5.7797012775009815;8.47551521167166
5.719045269916965;8.575318546391285
5.634785171405691;8.661015316187896
5.527575497717859;8.733429737973227
5.398252399840106;8.793501081476819
5.247829730789797;8.842250857006006
5.077494340362659;8.880746070523246
4.8886006552970995;8.910058573523012
4.682664607985357;8.93122063793357
4.461356978277712;8.94517705609835
4.226496207253225;8.95273433489231
3.980040724920527;8.95450796334849
3.7240807989162206;8.950869334881292
3.4608298482041775;8.941894750655534
3.1926150591029225;8.92732006188229
2.9218669680887155;8.906505935112182
2.6511074049446974;8.87842038639016
2.38293477919559;8.84164694647749
2.1200050940569435;8.794428219508317
1.8650062442697979;8.734755045203025
1.6206220991245102;8.660510011478486
1.3894817095560899;8.56966942665888
1.1740880769472954;8.460558681168775
0.9767210754013306;8.332141288563768
0.7993116746620085;8.184302418437015
0.643291266509403;8.018067220122516
0.5094317249340988;7.835681150714171
0.39770723882376646;7.640486355692462
0.30722149845207725;7.43656587464501
0.23624276133414407;7.2281947882132105
0.18236616765303662;7.019212410525802
0.14278140352294627;6.812476337184899
0.1145843099953257;6.609550896603538
0.09505688351465831;6.410718332096065
0.08185918808526131;6.215297855424247
0.07311494269973526;6.022145899341591
0.06740726579241167;5.830147237684917
0.0637182337319487;5.638542788990738
0.06134558943511916;5.447049760980541
0.059820109751528065;5.255825540238033
0.058835803531087784;5.0653567574655165
0.05819658321371949;4.876335757524681
0.05777824249871629;4.689555623063689
0.05750265627363279;4.505832522940782
0.057320893883773115;4.325953256806589
0.05720245893139267;4.150642447838084
0.05712858147471213;3.980543879814972
0.057088136078322096;3.816211631073595
0.057075263087870004;3.6581078977505177
0.057088136078322096;3.5066053989526074
0.05712858147471213;3.3619929900947714
0.05720245893139267;3.224483645845287
0.057320893883773115;3.0942243943122905
0.05750265627363279;2.97130816322075
0.05777824249871629;2.8557878954440237
0.05819658321371949;2.747693741211845
0.058835803531087784;2.6470546260330248
0.05982010975152807;2.553925908182197
0.06134558943511917;2.4684248432444797
0.06371823373194874;2.390774486837469
0.06740726579241169;2.3213534959930398
0.07311494269973526;2.2607433882919583
0.08185918808526131;2.2097577276179283
0.09505688351465826;2.1694351848870794
0.1145843099953259;2.1409879531699674
0.14278140352294627;2.1257172613950006
0.18236616765303712;2.124922446798671
0.23624276133414432;2.139824975964802
0.30722149845207725;2.1715124804162076
0.397707238823767;2.220898701269524
0.509431724934099;2.2886963319572273
0.6432912665094045;2.3754019132205824
0.7993116746620093;2.481290350962503
0.9767210754013305;2.6064139982305634
1.1740880769472966;2.750601031128165
1.3894817095560892;2.9134503238911384
1.620622099124512;3.094323331999912
1.865006244269799;3.292335895367065
2.120005094056942;3.5063537452822753
2.382934779195592;3.734995070097603
2.6511074049446974;3.9766423125750188
2.9218669680887186;4.229463943793446
3.1926150591029225;4.491445633470033
3.4608298482041775;4.760429209707305
3.7240807989162206;5.034157152217448
3.980040724920527;5.310320091722344
4.226496207253225;5.586604841683959
4.461356978277712;5.860740783727282
4.682664607985357;6.130542870897395
4.8886006552970995;6.393950013708221
5.077494340362659;6.649058099164353
5.247829730789797;6.894147310912137
5.398252399840106;7.127703740778661
5.527575497717859;7.348435499983014
5.634785171405691;7.555283659340353
5.719045269916965;7.747428388772041
5.7797012775009815;7.924290648527207
5.816283425642325;8.085529729231245
