wind speed (m/s);significant wave height (m)
15.967438959511734;1.5344716492352066
16.26544128926377;1.6394572938393082
16.600972574828013;1.7531818994142987
16.905798828006468;1.8747895030603128
17.245281210031376;2.006779269611835
17.577072608482357;2.148194989338929
17.916087407992812;2.3003478476081596
18.2544182994584;2.463338926967727
18.614735939934953;2.640090492241846
18.95211323412016;2.82691294756649
19.28596502535597;3.0261763176729057
19.604915695585845;3.2369319792373843
19.91055152489195;3.4597454112667987
20.22405455418556;3.6988232672268833
20.552775086534684;3.9571646724873832
20.85787981214261;4.228809102047955
21.143150276889568;4.515014117860291
21.443168673053325;4.824948542108565
21.75387770531023;5.160402192751601
22.01006103926022;5.5059690412742315
22.264066434344805;5.876910464909986
22.434343712285056;6.249598148613035
22.69106822257113;6.681103951966273
23.049768689479716;7.187614974324739
23.51374002969428;7.783798972102782
24.086004807218053;8.486940636678494
24.66088475195249;9.267436398456
23.87918672098108;9.461112785267797
20.903288436386035;8.477521464311254
18.978939315119003;7.915683818054832
17.578476392889236;7.56392331139731
16.425537352662158;7.297536751128189
15.399046389500143;7.056272426577294
14.49540280473492;6.8496325647606815
13.699215775392924;6.679215612885014
12.957915604319908;6.509066533710494
12.270511932411424;6.342068759273026
11.63540592634927;6.181343395272152
11.074733865632151;6.065714191295536
10.52907525657222;5.921493051407376
10.032691908436357;5.805114271054471
9.565630343396041;5.691055373277491
9.125373253714844;5.578083844030787
8.71040306984682;5.4667820025526686
8.319503868946482;5.3616961069659546
7.94983262649217;5.2566911765791815
7.60033967790734;5.152789243397593
7.269165628471487;5.053664259025014
6.954570984010027;4.957962102356529
6.656519356022296;4.861475292007903
6.372457706141211;4.768681767909988
6.103479891473355;4.674924148748705
5.844635250903951;4.587099293340979
5.5986772906676965;4.498872683128732
5.363649456988445;4.412104042526032
5.139145292776023;4.326364454140082
4.922347914702904;4.243568137090234
4.713198060271356;4.162697010166878
4.512762991523998;4.0822323104197435
4.322010521530366;4.001213429942447
4.138862138600894;3.920899364305295
3.9625716594154325;3.841418070345347
3.7892600351820196;3.764537755504891
3.6260068644173256;3.686060153539818
3.4613150272690305;3.6115131251676256
3.3014452097898466;3.537286752735838
3.152626474915843;3.4606789119632313
3.0067113463433204;3.3850869732614655
2.863276763369175;3.310349427198284
2.72432881809599;3.235523989464739
2.589371569548326;3.16064839582546
2.4645166372322107;3.0838716665260417
2.341082712984668;3.0077309370897694
2.2203234390410067;2.931666347696631
2.104008696458173;2.8551194915196922
1.9884919317245597;2.778801118432122
1.8797359576913857;2.701340489317203
1.773881652463227;2.623496237679225
