 significant wave height (m); zero-up-crossing period (s)
8.058778378378378;10.127848541214014
8.044565365365365;10.196500130841269
8.030352352352352;10.248641221451166
8.01613933933934;10.292443932973487
8.001926326326327;10.330989369090616
7.987713313313313;10.365837382337514
7.9735003003003;10.397907074795707
7.959287287287287;10.427793801046406
7.945074274274274;10.455909222498516
7.930861261261261;10.482551954580128
7.916648248248248;10.507946715187975
7.902435235235235;10.532267604076578
7.888222222222222;10.555652730034932
7.874009209209209;10.578213817653438
7.8597961961961955;10.600042751236561
7.845583183183183;10.621216170421778
7.83137017017017;10.64179878261827
7.8171571571571565;10.661845804483232
7.802944144144144;10.681404796888557
7.788731131131131;10.70051706782925
7.7745181181181175;10.71921876140549
7.760305105105105;10.737541714618956
7.746092092092092;10.755514139760297
7.731879079079079;10.773161173799522
7.717666066066066;10.79050532524412
7.703453053053053;10.807566840798174
7.68924004004004;10.824364008777092
7.675027027027027;10.840913412088849
7.660814014014014;10.857230140686838
7.646601001001001;10.87332797109813
7.632387987987988;10.889219519100475
7.618174974974974;10.904916370234664
7.603961961961962;10.920429192025171
7.589748948948949;10.935767830895038
7.575535935935935;10.950941396240557
7.561322922922923;10.965958333748663
7.54710990990991;10.980826489498103
7.532896896896896;10.995553166296903
7.518683883883884;11.010145173332127
7.504470870870871;11.024608870081718
7.490257857857857;11.038950205283435
7.476044844844845;11.053174751632936
7.461831831831832;11.067287736742585
7.447618818818818;11.08129407084644
7.433405805805806;11.095198371697933
7.419192792792793;11.10900498693142
7.404979779779779;11.122718014268973
7.390766766766767;11.136341319753768
7.376553753753753;11.14987855428285
7.36234074074074;11.163333168625467
7.348127727727728;11.176708427065181
7.333914714714714;11.190007419853073
7.319701701701701;11.203233074565134
7.305488688688689;11.216388166489175
7.291275675675675;11.22947532816195
7.277062662662662;11.242497058105133
7.26284964964965;11.25545572885482
7.248636636636636;11.268353594366374
7.2344236236236235;11.281192796836518
7.220210610610611;11.293975372990651
7.205997597597597;11.30670325992768
7.1917845845845845;11.319378300486283
7.177571571571572;11.332002248265777
7.163358558558558;11.344576772255191
7.1491455455455455;11.357103461140625
7.134932532532532;11.369583827329043
7.120719519519519;11.382019310678544
7.1065065065065065;11.394411281977492
7.092293493493493;11.406761046208555
7.07808048048048;11.419069845580303
7.0638674674674675;11.431338862370708
7.049654454454454;11.443569221588074
7.035441441441441;11.455761993473068
7.0212284284284285;11.467918195827734
7.007015415415415;11.480038796218611
6.992802402402402;11.492124714036898
6.9785893893893896;11.504176822444936
6.964376376376376;11.51619595019848
6.950163363363363;11.528182883366513
6.935950350350351;11.540138366957432
6.921737337337337;11.552063106448447
6.907524324324324;11.563957769226153
6.893311311311311;11.575822985955153
6.879098298298298;11.587659351865847
6.864885285285285;11.599467427975325
6.850672272272272;11.61124774224548
6.836459259259259;11.62300079066976
6.822246246246246;11.63472703831834
6.808033233233233;11.646426920315413
6.79382022022022;11.658100842774019
6.779607207207207;11.66974918368497
6.765394194194194;11.681372293752988
6.751181181181181;11.69297049720017
