"angle";"mean.Hs";"mean.U";"median.Hs";"median.U";"lower.Hs";"lower.U";"upper.Hs";"upper.U"
"0";12.6972938423349;29.6261236202043;12.6980271382931;29.6240307450921;12.5329148949623;29.4032871195828;12.8655787645506;29.8643550058638
"6";12.6692171768445;29.8932552483398;12.6693402227492;29.896968514645;12.5004553917636;29.7121186630178;12.8403231090992;30.1046465163585
"12";12.6658837863465;29.9089376176431;12.6691079698336;29.8980611787048;12.5054491860657;29.6886247079836;12.8459306954846;30.0782648966083
"18";12.6312496359323;30.0155305721971;12.6305683297397;30.0166739945503;12.4794619716677;29.7686051299134;12.7839296159833;30.2690845982768
"24";12.7081580368535;29.8427914755059;12.7074011875738;29.8441045704107;12.5467469025103;29.6174807009113;12.8588812724812;30.1007404215174
"30";12.5303990936543;30.1506789966266;12.5387835191344;30.1361589392015;12.3483241503362;29.9611589890545;12.7003399982899;30.3753419635134
"36";12.5808454625336;30.0812455265477;12.5723428353785;30.0899685030598;12.4660794645141;29.7990827035807;12.729625338972;30.3350341500638
"42";12.5514427533511;30.1139005433357;12.5847939992845;30.0761400846017;12.3336654765184;29.9461433357871;12.7178952990535;30.3480616791966
"48";12.2578193147854;30.3782802749209;12.2326200423761;30.3932389396984;12.0817089824063;30.1730059820727;12.4397516907969;30.5985033089665
"54";12.3379213753928;30.3200827213088;12.3490012333284;30.3086830550116;12.270426130798;30.0358949480023;12.4833554626158;30.5668233143586
"60";12.3245326877007;30.3278126837519;12.2977571416615;30.3382688451298;12.1279281054197;30.1181662213135;12.4560915120003;30.5825641635856
"66";12.380451667017;30.3029159501071;12.3944183793228;30.2952324893656;12.3121815373951;30.0361313080315;12.5261749267431;30.5513610169778
"72";12.3377302151978;30.3167969912548;12.3198618935381;30.319457360079;12.2089643493179;30.0696686054275;12.465458968118;30.5710888278107
"78";12.060482952828;30.3757277160766;12.0415791709643;30.3786081787614;11.9097613945365;30.1332661567374;12.1822802363685;30.6312803253695
"84";12.0494987739064;30.3768821998021;12.0594275863284;30.3767322347139;11.9604474666474;30.1279388358895;12.1370797228839;30.6360310907729
"90";12.1910760088468;30.3768821998021;12.1782479810166;30.3767322347139;12.0091889495172;30.1279388358896;12.3263365024273;30.6360310907729
"96";12.0199918732722;30.3589005325665;12.0304526230354;30.3611983166375;11.9484562894622;30.1215555760988;12.1869446968007;30.6213804216402
"102";11.8168334942412;30.3157178860452;11.8140032526472;30.3151905826921;11.7055310766073;30.0699202281114;11.9111808121773;30.5627649984919
"108";11.7929669401952;30.3079631725545;11.8009080910494;30.3109357067636;11.7029805103849;30.0690914989092;11.8841723422258;30.5539894146395
"114";11.5403046943495;30.1954706930095;11.5610710758343;30.2041533877911;11.5278383465248;29.9911131835517;11.5628139003671;30.410911418058
"120";11.2227702020591;30.0121420684086;11.2189318383984;30.0066192069571;11.1732438709886;29.7863879676477;11.2523106479761;30.2316422817058
"126";10.5741177999094;29.540868512354;10.5797192026976;29.5422040426821;10.5667541002755;29.3457473564245;10.5434293814078;29.7166098942376
"132";9.22958025172072;28.3302414662546;9.22295178616472;28.3205651736643;9.15930613912668;28.0784755200673;9.24227892785993;28.5450487636232
"138";6.87616761994204;25.7165119448441;6.88056729494799;25.7190836431772;6.74942965009499;25.402036532156;7.02613871822863;26.0837757121904
"144";4.37815453346227;22.278291895513;4.37404384929773;22.2691500893471;4.23398823949925;21.9398284526076;4.55591270757794;22.6838012916532
"150";2.83403358205838;19.6037959546499;2.83015063970161;19.5950486088661;2.76571188441776;19.3966992060544;2.91529686750235;19.84217130094
"156";1.94133830003781;17.5987695233409;1.94080930050503;17.5975552564773;1.92580983310321;17.5102483123243;1.95855570521877;17.6932954673432
"162";1.32214579114108;15.6930909323671;1.32239439704324;15.6942698889491;1.32276512998105;15.6542675573445;1.32074968648915;15.7303303835878
"168";0.770876186849182;13.0995713535752;0.770942078747405;13.0998907083529;0.771128927678827;13.0590232705151;0.771034469533418;13.1441236222594
"174";0.33910758287151;8.99156749544078;0.338983038261088;8.99007496786976;0.35114678757824;9.06316012533378;0.32585831342842;8.90855542674652
"180";0.339107582871509;0.251628193865794;0.338983038261087;0.252441631955169;0.351146787578238;0.25143971178257;0.325858313428419;0.250148285626471
"186";0.348435562254778;0.1628783983919;0.34839698149576;0.162873945069127;0.360234884925602;0.164972241424304;0.335384240049164;0.159515147992516
"192";0.352452108963711;0.143982031808929;0.352317051531808;0.144431465546269;0.364184985750275;0.14638847814907;0.339540316806409;0.139962344143079
"198";0.357079799707611;0.129739464191289;0.357303005701629;0.129086276480701;0.369424245583671;0.130263694412843;0.343009328340433;0.129285824454542
"204";0.360251362037133;0.122616018568452;0.360008666389164;0.123009263078791;0.371015658278996;0.126689322976686;0.347397861030467;0.119429018649245
"210";0.363191340018419;0.117523827331732;0.363222838394669;0.117442153860992;0.37537823240049;0.119133122946472;0.347827617593561;0.118684658447081
"216";0.366205075428929;0.113375776399622;0.36519159928253;0.114732386969209;0.377878338431799;0.115692022205717;0.355207120728669;0.108527643749858
"222";0.370886354511526;0.108176689265081;0.370997764324592;0.108283987410331;0.381958628300058;0.111160401213899;0.357804689359938;0.105642751519842
"228";0.378011020856764;0.101761610873556;0.37846308152365;0.101562185612332;0.391921859938932;0.102189467151981;0.361839706544621;0.102009605727943
"234";0.382470432274104;0.0985216588289865;0.382121638918812;0.0989040880735984;0.390694964917256;0.103080858562626;0.374387147842543;0.0928933560073515
"240";0.384715304343721;0.0972255813352969;0.384796883738398;0.0973595347568631;0.397176222574695;0.0993389027094165;0.368782211628818;0.0961293674391364
"246";0.39951648787237;0.0906356698518263;0.400483876829683;0.0903752354463859;0.409536034610992;0.0938359598458354;0.38785191235869;0.0876389896539483
"252";0.407931447014667;0.0879014838834985;0.407126665994529;0.0882168624088049;0.421472248204557;0.089957648950843;0.39470472114772;0.0854123771038745
"258";0.420922135819706;0.0851402277373743;0.422055235865324;0.0850436969264179;0.427897094181288;0.0885920057807697;0.412964702073985;0.0815310983420274
"264";0.444671545362322;0.0826440642093863;0.445192338664572;0.0826118894304396;0.45228315240488;0.0860289277800347;0.43436236423587;0.0792821134240291
"270";0.471744174067713;0.0826440642093863;0.471338575566974;0.0826118894304396;0.480485110462447;0.0860289277800347;0.464277795914405;0.0792821134240291
"276";0.5323167732328;0.089010500922687;0.532121684913846;0.0890004516554126;0.535602615287434;0.0918220109744172;0.527139200545023;0.0858891132854565
"282";0.641630406713429;0.112245830998986;0.642204120302908;0.112399195621974;0.640216535448867;0.114058386146753;0.643873531163519;0.110701761230575
"288";0.835739340999209;0.175315646963215;0.835295272800539;0.175138314236766;0.825687054777721;0.174321410947244;0.849699275290602;0.177578599489259
"294";1.06115155875132;0.275675632325471;1.06220295081978;0.276164121407683;1.04571816291247;0.272285571949057;1.07434010263036;0.277595139712361
