significant wave height [m];wind speed [m/s]
9.88102610181133;24.24018653116281
9.857873857788476;24.84665710969532
9.788627384201169;25.344978436614337
9.673915991916779;25.73792182083195
9.514783663792567;26.02879545652149
9.312681799063972;26.221169355071343
9.06945914845497;26.318705501469424
8.787349029574308;26.325064538723367
8.468953932994337;26.243864873214548
8.117227644037632;26.078676362766224
7.735455013640147;25.83303656294007
7.32722950757479;25.510482167083993
6.896428642595578;25.114591788861098
6.44718737132183;24.649038866155532
5.983869392358839;24.117655527305665
5.51103621906919;23.524510038577414
5.033413612069803;22.87400217869805
4.555854628111171;22.170982739159612
4.08329800994497;21.42090543479437
3.620719875859448;20.63002181608027
3.1730756035863332;19.80563205580578
2.745227419387514;18.956406013769136
2.3418515983746753;18.09278809315349
1.9673177363374328;17.22749261000575
1.6255321842611625;16.376076860066213
1.3197401985070452;15.557533864353244
1.0522893115026628;14.794752264353658
0.8243726156229311;14.11450577682314
0.6357952857808269;13.546296586011776
0.48483394036133487;13.118837799629526
0.36826944253855476;12.852390107757978
0.28164811998859995;12.745572579517058
0.21975715910758972;12.759190893394765
0.1772137790082764;12.808768979446933
0.1490169835720347;12.783148759732368
0.13093142958645618;12.589058371093381
0.11965051492080928;12.188956255168048
0.11276851211695377;11.601484185174
0.10863679721591699;10.874055358055754
0.10618011404381134;10.056457797570678
0.10472439935760565;9.188757529903832
0.10385974568350073;8.300039639639795
0.10334229369834488;7.411208673631588
0.1030290313112753;6.538012553356504
0.10283672701840026;5.693135351247678
0.10271704452672485;4.887369583474941
0.1026418670765597;4.130153169961681
0.10259480186661633;3.429719479158708
0.10256632673146336;2.7930183045606163
0.1025510559410764;2.2254975141812134
0.10254624582323518;1.7308006725115026
0.1025510559410764;1.3104307183511694
0.10256632673146336;0.9634470048356977
0.10259480186661633;0.6862917852101748
0.1026418670765597;0.47286171770314567
0.10271704452672485;0.3149195907612536
0.10283672701840026;0.2028579692064118
0.1030290313112753;0.12669500780865173
0.10334229369834488;0.0770705888543413
0.10385974568350073;0.04599754164853669
0.10472439935760566;0.027226562002189494
0.10618011404381135;0.016237799421539238
0.108636797215917;0.009984266233924597
0.11276851211695378;0.006539360781233938
0.11965051492080928;0.004764353781223448
0.13093142958645612;0.004058651155980216
0.14901698357203486;0.0042212904052177005
0.17721377900827645;0.005450123439278372
0.2197571591075902;0.008528718765379856
0.28164811998860034;0.015259394901146259
0.36826944253855476;0.029110672651757798
0.48483394036133576;0.05582867414799594
0.6357952857808274;0.10360424120131491
0.824372615622933;0.18256189641608325
1.0522893115026635;0.3037574781272483
1.319740198507045;0.4781293135108826
1.625532184261165;0.7157514893189939
1.9673177363374328;1.025473261960989
2.341851598374679;1.4148354105299645
2.7452274193875157;1.8901022935675746
3.17307560358633;2.45628484469154
3.6207198758594497;3.1170887710451094
4.08329800994497;3.8747698522551848
4.555854628111178;4.729907574011166
5.033413612069803;5.681123810887566
5.5110362190692115;6.724780905697002
5.983869392358839;7.854697511423971
6.44718737132183;9.061923265834796
6.896428642595578;10.334615831493508
7.32722950757479;11.65806637448627
7.735455013640147;13.014921384004035
8.117227644037632;14.385646465995531
8.468953932994337;15.74926348252873
8.787349029574308;17.084354507161443
9.06945914845497;18.370257463510875
9.312681799063972;19.58829241681992
9.514783663792567;20.722796906943696
9.673915991916779;21.761764474876976
9.788627384201169;22.696985984725472
9.857873857788476;23.52373969731254
