significant wave height (m);wind speed (m/s)
10.92166563212058;21.04605494165773
10.899915572377154;21.72275254068251
10.834835098220777;22.31652875135954
10.726932418432511;22.830352228953444
10.577051533141432;23.267852529994357
10.386367736111133;23.633077690000437
10.156381364723027;23.930316204677148
9.888909841226102;24.1639696133233
9.586078056191566;24.338460913180793
9.250307147736551;24.45816461094515
8.884301725736405;24.527345174811373
8.491035575801007;24.550091288333036
8.073735848794472;24.530233280210663
7.63586569196338;24.471230329684662
7.181105198778177;24.376012696152415
6.713330434981916;24.246762816581736
6.236590123330686;24.084618767159917
5.755079321241295;23.88928639621244
5.273109084698254;23.658556024496924
4.795070662250339;23.387741594563924
4.325392202346928;23.06910198843905
3.8684853167616704;22.691373137072297
3.4286782206239583;22.239636369633125
3.0101317798320717;21.69585544814808
2.61673502593349;21.04047865214743
2.2519781386118702;20.255424796827793
1.9188042822638411;19.328435736633917
1.6194476290411968;18.258139022390438
1.3552733296366157;17.058395706028282
1.1266445462067678;15.760062613709346
0.9328483547411731;14.408701258793261
0.7721113520712349;13.058140484736368
0.6417232084409448;11.761541018392156
0.5382628919981969;10.56269573063579
0.45789520953477936;9.490096581740277
0.396686087548328;8.55504456463853
0.3508825167407969;7.753562474870805
0.3171177850251087;7.0707856270121345
0.2925266472280157;6.486133853075097
0.27477775219301775;5.977843383266351
0.2620446818416118;5.526085974750728
0.2529408768787992;5.114573851035759
0.24644031939158248;4.7309823381063
0.2417991808073846;4.366657086727227
0.23848691608708036;4.016004853412465
0.2361301224621997;3.675825989979292
0.2344692465728152;3.3447181454351336
0.23332659934987904;3.022594204632081
0.23258359995952763;2.7103106876620773
0.23216524884791753;2.409382818183393
0.232030197477087;2.1217573622403627
0.23216524884791753;1.849616602427578
0.23258359995952763;1.5951928642966215
0.23332659934987904;1.3605817497471402
0.2344692465728152;1.1475533691132764
0.23613012246219972;0.9573733433566414
0.23848691608708036;0.7906562533513274
0.24179918080738463;0.6472790032456296
0.24644031939158248;0.5263762402319846
0.25294087687879924;0.4264243251932775
0.2620446818416119;0.345399693327864
0.2747777521930179;0.28098053470037837
0.29252664722801575;0.2307546838390664
0.31711778502510873;0.1924027565428142
0.35088251674079707;0.1638393706121313
0.3966860875483277;0.14330990954184716
0.45789520953478;0.12945078106111238
0.5382628919981971;0.12132648462356362
0.6417232084409459;0.11845914178279301
0.7721113520712356;0.12086789671229459
0.9328483547411731;0.1291371631898718
1.1266445462067693;0.14453231230196079
1.3552733296366164;0.16917646811618492
1.6194476290412;0.20629015571053688
1.9188042822638423;0.26047491914265625
2.2519781386118702;0.33799346628926374
2.6167350259334925;0.4469685442291241
3.0101317798320717;0.5974032663388161
3.4286782206239628;0.8009320277952203
3.868485316761672;1.0702516437004161
4.325392202346926;1.418250096701015
4.795070662250341;1.8569238220203947
5.273109084698254;2.3962279320558304
5.755079321241299;3.0430201337067517
6.236590123330691;3.80023719766357
6.713330434981922;4.666395201292277
7.181105198778187;5.635449299734073
7.63586569196338;6.697000669231406
8.0737358487945;7.836805602932787
8.491035575801007;9.037525181432699
8.884301725736405;10.279648802059407
9.250307147736551;11.54252408940276
9.586078056191566;12.805423168477109
9.888909841226102;14.048568867350443
10.156381364723027;15.254038099551508
10.386367736111133;16.40646228983119
10.577051533141432;17.49346451424935
10.726932418432511;18.505810735854936
10.834835098220777;19.437298432373588
10.899915572377154;20.28444464211672
