significant wave height (m);zero-up-crossing period (s)
0.7805932404690477;15.060012236521601
0.815183758283189;15.036558099002544
0.8514312089715805;15.005853257260117
0.8894025653487578;14.9679325633483
0.9291662484654418;14.922852118315475
0.9707920378449038;14.870689939794389
1.0143509680719909;14.81154652891705
1.0599152109649748;14.745545323281666
1.1075579425745075;14.672833023193952
1.157353194275376;14.593579778995307
1.2093756872460644;14.507979228305105
1.2637006496689436;14.41624837307059
1.320403616030843;14.318627288185601
1.379560207960338;14.215378654798121
1.4412458961048855;14.106787113939486
1.5055357426283678;13.993158438193547
1.5725041239981625;13.87481852166998
1.6422244338308056;13.752112191418998
1.7147687656769863;13.62540184599059
1.7902075757501408;13.495065929877141
1.868609325738295;13.361497255293354
1.9500401059861654;13.225101185564105
2.034563239493359;13.086293696815574
2.122238867344793;12.94549933714716
2.213123516370424;12.803149104289156
2.30726965002249;12.659678264514648
2.404725203658836;12.515524136648983
2.5055331056294334;12.371123865806771
2.609730785778829;12.226912211628427
2.717349673198205;12.083319375530856
2.8284146852858956;11.940768890579472
2.9429437104021514;11.79967559630329
3.060947086631161;11.660443718921156
3.182427079388366;11.523465075234403
3.3073773608314716;11.389117415836177
3.4357824942471553;11.257762920413358
3.5676174267889134;11.129746854821674
3.7028469941326083;11.005396396420634
3.841425440792129;10.885019630903896
3.9832959599942175;10.768904720690887
4.128390257147489;10.657319241894314
4.276628141051699;10.550509684049187
4.427917147077192;10.44870110423911
4.582152196596841;10.352096925032162
4.739215296974232;10.260878863796286
4.898975286394908;10.17520697951902
5.061287627774575;10.095219822229687
5.225994255882774;10.021034669511959
5.39292348168654;9.952747834392754
5.561889957735283;9.890435029075809
5.732694708187439;9.834151769525587
5.905125226807337;9.783933806760833
6.078955645947704;9.739797571843972
6.253946979168656;9.701740622904437
6.42984743975;9.669742084061902
6.606392836895896;9.643763067771689
6.783307050951521;9.623747073848026
6.9603025884316745;9.609620360188739
7.137081217084282;9.601292281983316
7.313334680654302;9.59865559789797
7.488745492363808;9.601586743362068
7.662987805520553;9.609946072603437
7.835728358994566;9.623578072470174
8.006627494660046;9.642311552318398
8.006627494660046;9.51542476084461
7.835728358994566;9.349064978510505
7.662987805520553;9.17689924756661
7.488745492363808;8.999411081675458
7.313334680654302;8.817109330003913
7.137081217084282;8.63052431038077
6.9603025884316745;8.440203680812544
6.783307050951521;8.246708105450951
6.606392836895896;8.050606776956263
6.42984743975;7.852472861545948
6.253946979168656;7.652878935750319
6.078955645947704;7.45239248475714
5.905125226807575;7.251571531283811
5.732694708187439;7.050960461058439
5.561889957735283;6.851086106391999
5.39292348168654;6.652454143093609
5.225994255882774;6.455545848373772
5.061287627774575;6.260815258655652
4.898975286394908;6.068686756703804
4.739215296974232;5.879553107516938
4.582152196596841;5.69377395236171
4.427917147077192;5.511674760491472
4.276628141051699;5.3335462287929
4.128390257147489;5.159644111115888
3.9832959599942175;4.9901894515790035
3.841425440792129;4.82536918987345
3.7028469941326083;4.665337101613298
3.5676174267889134;4.510215033150438
3.4357824942471553;4.360094387975386
3.3073773608314716;4.215037820806182
3.182427079388366;4.075081095626127
3.060947086631161;3.9402350651375815
2.9429437104021514;3.8104877311980836
2.8284146852858956;3.685806348631409
2.717349673198205;3.5661395381877763
2.609730785778829;3.451419378195759
2.5055331056294334;3.341563448446283
2.4047252036588334;3.236476803931748
2.30726965002249;3.1360538601061196
2.2131235163704255;3.040180175229365
2.122238867344793;2.9487341190279577
2.03456323949336;2.8615884202792583
1.9500401059861654;2.778611588967507
1.8686093257382963;2.6996692113378487
1.7902075757501401;2.624625118481248
1.7147687656769866;2.5533424310212594
1.6422244338308047;2.485684484055903
1.5725041239981625;2.4215156377570124
1.505535742628369;2.3607019799717186
1.4412458961048855;2.3031119278382004
1.3795602079603386;2.2486167358528824
1.3204036160308426;2.197090918042638
1.2637006496689442;2.1484125919361623
1.209375687246064;2.1024637519242275
1.157353194275376;2.0591304793784713
1.107557942574507;2.0183030965882995
1.059915210964975;1.9798762711991957
1.0143509680719915;1.9437490774131017
0.9707920378449038;1.9098250197601683
0.9291662484654425;1.8780120247854148
0.8894025653487578;1.8482224055256562
0.851431208971581;1.8203728031910236
0.8151837582831888;1.7943841100187314
0.780593240469048;1.7701813768401966
0.7475942078444078;1.7476937084999975
0.7161228026565993;1.726854149889102
0.686116810570719;1.7075995650068105
0.6575157036045713;1.6898705111465373
0.6302606732655777;1.673611110009754
0.6042946546255067;1.6587689172894038
0.5795623420488487;1.6452947920279255
0.5560101972678542;1.6331427668440888
0.5335864504722826;1.6222699199357244
0.5122410950550491;1.6126362496003628
0.4919258766267536;1.6042045518709316
0.4725942768827517;1.596940301737389
0.4542014928764664;1.5908115383156096
0.4367044122221917;1.5857887542304059
0.4200615847201238;1.5818447893986443
0.40423319086588416;1.5789547293295072
0.3891810076766802;1.577095808000714
0.37486837223662184;1.5762473153205876
0.361260143334737;1.5763905091452077
0.34832266154107194;1.577508531786304
0.33602370803898873;1.579586330918221
0.32433246250553127;1.5826105847702503
0.3132194603065386;1.5865696314732034
0.30265654924914626;1.5914534024155267
