significant wave height (m);wind speed (m/s)
1.319754481030787;15.091832579930037
1.3951180236794367;15.304649110804368
1.47300647311253;15.520343283605929
1.5533772047659657;15.738527694346597
1.636182653908562;15.958830170888302
1.7213706307617382;16.180893861800723
1.8088846317652778;16.404377148953987
1.8986641443221195;16.628953420032968
1.9906449429020494;16.85431073149092
2.0847593748798463;17.08015138767191
2.18093663492377;17.30619145762472
2.279103027134267;17.532160247462908
2.379182214461319;17.757799743032564
2.4810954552047;17.98286403498354
2.5847618266283985;18.207118736079487
2.690098435902999;18.430340398625955
2.797020618732825;18.65231593829786
2.9054421261330163;18.87284206926185
3.01527529990027;19.091724754335615
3.1264312373742507;19.308778673011357
3.238819946118864;19.523826709300618
3.352350489167549;19.736699460795187
3.466931121477739;19.9472347697439
3.5824694182297;20.15527727654189
3.698872395586606;20.36067799566958
3.816046624508062;20.563293913865955
3.93389833818019;20.76298761007879
4.052333533593263;20.959626896597964
4.171258067764135;21.153084480643184
4.2905777490659105;21.34323764558719
4.41019842409285;21.52996795095404
4.530026060454161;21.713160950276077
4.649966825857526;21.89270592589116
4.76992716381124;22.068495639756513
4.889813866243785;22.240426099356746
5.009534143311257;22.408396337819415
5.128995690636162;22.572308207360834
5.2481067541965025;22.732066185227726
5.366776193060924;22.887577191332603
5.484913540144342;23.03875041681889
5.602429061139075;23.18549716283357
5.7192338117582775;23.327730688825913
5.835239693412816;23.46536606973691
5.950359507426804;23.598320061482283
6.06450700788413;23.726510974179046
6.177596953186507;23.849858552608648
6.289545156390849;23.968283863449866
6.400268534386038;24.08170918886202
6.5096851559580795;24.190057926038055
6.617714288786163;24.2932544923934
6.724276445403528;24.39122423609646
6.829293428152679;24.483893351694878
6.9326883731551625;24.57118880062948
7.034385793315408;24.653038236480374
7.134311620370675;24.729369934832153
7.232393245995623;24.800112727693406
7.328559561966736;24.865195942457103
7.422740999389006;24.924549345441076
7.514869566984988;24.97810309010433
7.604878888444097;25.025787670093624
7.692704238820527;25.067533877326145
7.778282579987941;25.103272765413553
7.861552595124365;25.13293561875362
7.9424547222325526;25.15645392774253
8.020931186681688;25.173759370615002
8.096926032749986;25.184783802499872
8.170385154175897;25.18945925241556
8.241256323683967;25.187717928970176
8.309489221484968;25.179492235688734
8.375035462743549;25.164714796994875
8.437848623976672;25.1433184959517
8.4978842684024;25.115236525074987
8.555099970197467;25.0804024515744
8.60945533766643;25.038750298578226
8.660912035295812;24.990214643991578
8.709433804725737;24.9347307388594
8.754986484538843;24.872234647049826
8.797538028955149;24.802663408469183
8.837058525355856;24.725955227898353
8.873520210646486;24.64204969176195
8.906897486456698;24.55088801519592
8.937166933141999;24.45241332177431
8.964307322616145;24.346570958344266
8.988299629982691;24.233308847280362
9.009127043955438;24.112577878382194
9.026774976057846;23.984332342446656
9.041231068636339;23.848530408325416
9.052485201643394;23.70513464478161
9.06052949815225;23.554112587965292
9.065358328701404;23.39543735488473
