hs;ws
4.378927663026154;3.8397923076923077
4.64090740580941;5.095189743589744
4.955246052317072;6.350587179487179
5.313405365065934;7.605984615384616
5.720856254627061;8.861382051282051
6.170566874250945;10.116779487179487
6.654776052616476;11.372176923076923
7.148853746702381;12.627574358974359
7.640444106319529;13.882971794871795
8.135381113022511;15.138369230769232
8.624450810796088;16.393766666666668
9.098624333105022;17.6491641025641
9.549212841763744;18.90456153846154
9.968015166018775;20.159958974358975
10.347455633805275;21.41535641025641
10.680709780419933;22.670753846153847
10.96181585197845;23.926151282051283
10.959610771908432;25.18154871794872
10.762557744529845;26.436946153846154
10.436901172619894;27.692343589743587
10.08408754195177;28.823239526539933
9.639247152560522;29.616293219198074
9.173297161272203;30.210577608155116
8.698335657022367;30.704954634636486
8.221052105452852;31.07514614208527
7.746260595503303;31.311166606141192
7.277745488538013;31.372286921539935
6.811552111597204;31.372286921539935
6.357387305757801;30.920313672231174
5.898594951285578;30.279230294770024
5.4303351519874115;29.638146917308863
4.95471675135151;28.997063539847712
4.473878174720697;28.355980162386558
3.989971484591872;27.714896784925404
3.505146418994118;27.073813407464247
3.2640822014853055;26.436946153846154
2.909252456329387;25.18154871794872
2.6111465773156524;23.926151282051283
2.376394504036627;22.670753846153847
2.1412179966365312;21.41535641025641
1.9090253175640952;20.159958974358975
1.6829703742156321;18.90456153846154
1.4658788924148223;17.6491641025641
1.260184089417959;16.393766666666668
1.0678732251496066;15.138369230769232
0.8904461518036322;13.882971794871795
0.7288867006310099;12.627574358974359
0.6129673743106215;11.372176923076923
0.5117591719125899;10.116779487179487
0.42197978592919144;8.861382051282051
0.3431810370907851;7.605984615384616
0.2745895314423543;6.350587179487179
0.21513450245940324;5.095189743589744
0.16348287720008958;3.8397923076923077
0.1180806750610211;2.584394871794872
0.12475200830610271;1.328997435897436
0.2512187811147354;0.0833339656816191
0.40715692503224066;0.07957302900640861
0.5630959128542243;0.0795730290064084
0.7190349006762081;0.07957302900640821
0.8749738884981918;0.079573029006408
1.0309128763201754;0.0795730290064078
1.1868518641421593;0.07957302900640759
1.342790851964143;0.07957302900640739
1.4987298397861264;0.07957302900640718
1.6546688276081103;0.07957302900640698
1.8106078154300937;0.07957302900640677
1.9667096524662802;0.14640853353943906
2.123217707880544;0.26311511830325574
2.280147655593078;0.37982170306707236
2.437569191563846;0.4965282878308891
2.5955519156907747;0.6132348725947053
2.754165314464049;0.729941457358522
2.9134787436417557;0.8466480421223384
3.0735614109505214;0.9633546268861554
3.2344823588147413;1.0800612116499717
3.397007674969767;1.2124716231872181
3.573556698662747;1.5732588738054902
3.7570018964763605;1.9340461244237626
3.947964119711768;2.294833375042033
