hs;tz
3.465616786433875;5.316856178815878
3.8733310004609716;5.6774915096627705
4.281045214488069;5.969435134115608
4.688759428515165;6.210606452077259
5.0964736425422625;6.413190707200861
5.468836315699738;6.628334284691397
5.819255229000368;6.8417506238902295
6.169674142300997;7.030924152224902
6.489361603986064;7.233859298963817
6.788947236702206;7.439702337816333
7.088532869418346;7.628146115588778
7.388118502134486;7.801307234216254
7.687704134850627;7.960972364346807
7.987289767566769;8.108660120317953
8.286875400282907;8.24566951377492
8.586461032999049;8.373118263872739
8.88604666571519;8.491973357899795
9.18563229843133;8.603075631568105
9.48521793114747;8.707159691170121
9.784803563863612;8.804870175942959
10.000987197506634;8.97096868038815
10.220554615384614;9.000525751310843
9.847579999999999;9.390081963797202
9.474605384615383;9.810308493964277
9.101630769230768;10.264975847416192
8.728656153846153;10.599837258321907
8.355681538461537;10.71087604333435
7.982706923076922;10.832290919698227
7.6097323076923065;10.965607572624736
7.236757692307691;11.112666215946328
6.8637830769230765;11.27570704877396
6.490808461538461;11.457485175199514
6.117833846153845;11.66142756057484
5.744859230769229;11.891851128409284
5.371884615384614;12.154271713209607
4.9989099999999995;12.455851321350982
4.625935384615384;12.806061759368818
4.252960769230769;13.217697454054147
3.988917782530028;13.555647777423168
3.683500036170064;13.711889814645094
3.4142283723836377;13.749264449630262
3.1449567085972117;13.793039128290657
2.875685044810786;13.845011700928262
2.6064133810243595;13.90772297004992
2.3371417172379334;13.984884683190433
2.0678700534515073;14.082141917172091
1.798598389665081;14.208520290547614
1.5293267258786547;14.37940205785408
1.2600550620922288;14.623318122117338
0.9907833983058026;14.999815504478404
0.7215117345193763;15.657334169541498
0.4552932342438057;16.983192167540516
0.31251980951113995;13.335841498787406
0.5232146153846153;2.6489277794629724
0.8961892307692306;3.068343524763573
1.269163846153846;3.3749327504076123
1.6421384615384613;3.7383191508929756
2.0151130769230767;4.070094904925815
2.388087692307692;4.385921737764249
2.761062307692307;4.724411306105259
3.134036923076923;5.05794975788354
