hs;tz
2.5233841629680844;4.985684305680547
2.8233633352915066;5.327164574467522
3.123342507614929;5.603050392344458
3.4233216799383506;5.830585510497502
3.723300852261773;6.021456496942466
3.987224023853041;6.239784441553272
4.226449430999939;6.468583901797688
4.465674838146837;6.672869869226011
4.704900245293735;6.856381583775614
4.944125652440634;7.022134581126076
5.170278955811489;7.19072227190946
5.358768362525082;7.396804952204257
5.547257769238677;7.5888827299837525
5.713010974720184;7.7992521286953265
5.838447205129058;8.052986637721839
5.770352307692308;8.293883014113616
5.499310769230769;8.744734516432503
5.2282692307692304;8.954101102601221
4.957227692307693;9.168942308297995
4.686186153846154;9.408635659857218
4.415144615384615;9.67775810623668
4.144103076923076;9.914767468132384
3.873061538461538;10.034793442582844
3.60202;10.172882628659226
3.330978461538461;10.33344443404024
3.059936923076923;10.522450563498936
2.788895384615384;10.748194185794219
2.517853846153846;11.022539436637762
2.246812307692308;11.36307531551345
1.975770769230769;11.797042446586229
1.7047292307692308;12.369005825655098
1.5674263025769455;12.734231747932961
1.3433118013223204;13.02768683003542
1.1594843280969631;12.97173301626342
0.9756568548716059;12.8946942315784
0.7918293816462483;12.7818855059004
0.608001908420891;12.600862050262027
0.4241744351955334;12.262935765582656
0.2403469619701759;11.408088987797564
0.3495215384615385;2.5904237101492047
0.6205630769230769;2.786421128541509
0.8916046153846154;3.139758958611755
1.1626461538461539;3.467528818126943
1.4336876923076922;3.7860158460365785
1.7047292307692308;4.165837478978549
1.975770769230769;4.491394688646728
2.246812307692308;4.738405482431739
2.517853846153846;4.978625019684712
2.788895384615384;5.291663530504476
3.059936923076923;5.5492457089205125
3.330978461538461;5.764908991297868
3.60202;5.9481162030008665
