hs;tz
2.8970325159606585;4.0457387469248
3.34507292802768;4.657478828645491
3.7931133400947026;5.124702122325669
4.241153752161724;5.493209392366724
4.689194164228747;5.791296823375139
5.115396382068981;6.063163554215838
5.467542381588955;6.378451618080399
5.819688381108926;6.6555838828314915
6.171834380628899;6.90109150817997
6.5239803801488705;7.120095519758803
6.876126379668841;7.316667894018014
7.228272379188814;7.494087095408192
7.580418378708786;7.6550223881573745
7.93256437822876;7.801669055735422
8.28471037774873;7.935849134868994
8.636856377268703;8.059087506506646
8.989002376788676;8.172670101509594
9.31044097663423;8.304990150614026
9.581878955611327;8.472460425198735
9.853316934588419;8.630703798188016
10.124754913565512;8.780462370958938
10.396192892542606;8.922400741710215
10.667630871519698;9.057115865808127
10.939068850496794;9.185145448106724
11.210506829473887;9.30697511605764
11.481944808450981;9.423044575367994
11.753382787428073;9.53375291268888
12.024820766405169;9.639463180113829
11.69247076923077;9.828966195277792
11.261093333333333;10.106385832060313
10.829715897435898;10.405906246502415
10.398338461538463;10.730278005966394
9.904299720140646;10.924031057130842
9.552153720620675;10.922762672367066
9.2000077211007;10.921397188419476
8.84786172158073;10.919923011609205
8.495715722060757;10.918326626033174
8.143569722540786;10.916592177957908
7.791423723020812;10.914700947509411
7.439277723500842;10.912630670314341
7.087131723980869;10.91035465690312
6.734985724460896;10.907840635855239
6.382839724940924;10.90504921399741
6.030693725420952;10.901931797126416
5.678547725900979;10.898427737073769
5.3264017263810075;10.894460347068556
4.974255726861035;10.889931224576882
4.622109727341063;10.884711978976558
4.26996372782109;10.878631865895466
3.917817728301118;10.871458752758414
3.5656717287811457;10.862868805270113
3.2135257292611743;10.852396242922648
2.861379729741201;10.839345993386699
2.5092337302212293;10.822632798377414
2.1570877307012566;10.80046272307722
1.8049417311812845;10.769641838511385
1.4527957316613123;10.723879484935154
1.10064973214134;10.648834373602492
0.7485037326213679;10.503176826853435
0.39635773310139566;10.098698936238645
0.4766574358974359;2.4595816684794416
0.9080348717948719;2.6865071613964213
1.339412307692308;2.868266553859268
1.7707897435897437;3.215373959051017
2.2021671794871795;3.627621726907434
2.6335446153846154;3.9048162406716496
