hs;ws
4.70145270385527;4.596841025641026
4.9965983874840125;5.722991282051282
5.344979911378591;6.849141538461539
5.743416620066701;7.975291794871795
6.178288057526266;9.101442051282051
6.598585585436971;10.227592307692309
7.00680447005769;11.353742564102562
7.430024972510059;12.47989282051282
7.861147469469954;13.606043076923076
8.293067848894047;14.732193333333333
8.718778812021585;15.858343589743589
9.127839095134199;16.984493846153846
9.479881093351683;18.110644102564102
9.802388686571385;19.236794358974358
10.089995718672835;20.362944615384613
10.337971418392245;21.48909487179487
10.542276650968901;22.615245128205128
10.699608601885942;23.741395384615387
10.807433430702256;24.86754564102564
10.864006625108507;25.993695897435895
10.86838097867274;27.11984615384615
10.82040230727234;28.24599641025641
10.49130377916374;29.242110523379395
9.981991975847768;29.3710910583095
9.47176997862412;29.500071593239607
8.960165537143354;29.58513222267742
8.447213930217604;29.58513222267742
7.933517920921455;29.527294476340277
7.416348270893669;29.26645190460372
6.898054822940744;29.005609332867174
6.379023199472478;28.744766761130617
5.857883749482327;28.43079935974324
5.33224610440839;28.00454374529349
4.801051536501951;27.458173431555295
4.269889429569256;26.911803117817097
3.6146646289008735;25.993695897435895
3.2212970327237582;24.86754564102564
2.8507159764563483;23.741395384615387
2.525812766637096;22.615245128205128
2.2065590701734537;21.48909487179487
1.9349734387431885;20.362944615384613
1.7321613374314935;19.236794358974358
1.5359458094955225;18.110644102564102
1.348156846067241;16.984493846153846
1.170359092432426;15.858343589743589
1.0038152814414127;14.732193333333333
0.8494657784689068;13.606043076923076
0.707914910965823;12.47989282051282
0.5794242809432564;11.353742564102562
0.48775318794494515;10.227592307692309
0.4082975202223981;9.101442051282051
0.33755376468124537;7.975291794871795
0.2749983348201641;6.849141538461539
0.21991304073627843;5.722991282051282
0.17140423786496345;4.596841025641026
0.12842540882424158;3.470690769230769
0.10109701840136646;2.3445405128205126
0.09895134775082275;1.2183902564102564
0.251087795973054;0.1448673701144753
0.4221404424488943;0.13768044909308788
0.5931958841824385;0.13768044909308766
0.7642513259159828;0.13768044909308744
0.9353067676495269;0.1376804490930872
1.1063622093830712;0.13768044909308697
1.2774176511166149;0.13768044909308674
1.4484730928501592;0.13768044909308652
1.6195285345837034;0.1376804490930863
1.7905839763172475;0.13768044909308608
1.9619416605200173;0.21693478289088822
2.1338721722875413;0.3459153178209894
2.3063587848873928;0.47489585275109053
2.4794947827304963;0.6038763876811917
2.653373289860243;0.7328569226112929
2.828536787474045;0.8785855144156317
3.0089046076214863;1.1394280861521822
3.1925977620562325;1.4002706578887336
3.3837383402720107;1.7221576248262258
3.5867631891035465;2.1208886190959904
3.7988861757959467;2.519619613365754
4.020912509880728;2.9183506076355172
4.253623645212432;3.3170816019052816
4.497774920274595;3.7158125961750463
