hs;tz
3.311676668068827;5.564005146403387
3.7193908820959236;5.912474533152234
4.070488715788122;6.2782195206637645
4.420907629088752;6.586891652603168
4.728150743425733;6.912778203887135
4.975470324045392;7.285597719984964
4.6348900293686786;8.590040506098658
4.625935384615384;8.608919900335412
4.252960769230769;9.04989798811847
3.8799861538461538;9.441974649964957
3.507011538461539;9.917446898366952
3.134036923076923;10.368142978416559
2.761062307692307;10.672876645129929
2.388087692307692;11.072797705927082
2.0151130769230767;11.620760487601535
1.6421384615384613;12.417637977172964
1.4889988320622856;12.374882792109672
1.2197271682758595;12.184338076600108
0.9504555044894332;11.885827670264158
0.681183840703007;11.35131520701304
0.4119121769165809;10.117969019682143
0.5232146153846153;2.908904677320439
0.8961892307692306;3.2045393291538526
1.269163846153846;3.6033792176467174
1.6421384615384613;3.9847215470196824
2.0151130769230767;4.335974928294486
2.388087692307692;4.676202599515469
2.761062307692307;5.061308884141938
