hs;ws
3.271130892333265;3.8397923076923077
3.56551039825046;5.095189743589744
3.892695281333477;6.350587179487179
4.250704223866713;7.605984615384616
4.6400160037462825;8.861382051282051
5.061370873657684;10.116779487179487
5.495029498491575;11.372176923076923
5.948943257876549;12.627574358974359
6.421957854552884;13.882971794871795
6.891941227508408;15.138369230769232
7.306338664303411;16.393766666666668
7.654353790028428;17.6491641025641
7.933452732719728;18.90456153846154
8.157618765139915;20.159958974358975
8.302072226036055;21.41535641025641
8.324723405741267;22.670753846153847
8.07791944033046;23.59691963006306
7.7264486442546145;24.0742101318097
7.314484581277696;24.246074364814113
6.883609758994905;24.31191850315428
6.42971854372561;24.215922081746513
5.958547297309822;23.974447149552983
5.475516223235351;23.611288036406908
4.9757598464152215;23.072609884360904
4.461557948267805;22.356993946842767
3.9404814002863158;21.49981371095351
3.311127741067426;20.159958974358975
2.8237638447759923;18.90456153846154
2.3868076440711694;17.6491641025641
1.9771872572838647;16.393766666666668
1.6426561682655012;15.138369230769232
1.3630077594654397;13.882971794871795
1.131828230365111;12.627574358974359
0.92333372006023;11.372176923076923
0.7375777455323038;10.116779487179487
0.583592565833589;8.861382051282051
0.46751577177332465;7.605984615384616
0.3665125232412718;6.350587179487179
0.27887961557095753;5.095189743589744
0.2226004215311624;3.8397923076923077
0.1883948312396342;2.584394871794872
0.19313269755537452;1.328997435897436
0.251559767967019;0.5045398887284104
0.4073321186741853;0.2912314513264701
0.5633351690100294;0.2895381538534574
0.7193404143947387;0.28953815385345716
0.875345659779448;0.28953815385345694
1.031350905164157;0.28953815385345677
1.1873561505488663;0.28953815385345655
1.3433613959335757;0.2895381538534564
1.4993666413182847;0.28953815385345616
1.6561033662019387;0.4055580672531392
1.8132520894812738;0.5222646520169557
1.9708791827133842;0.6389712367807721
2.1290541780469967;0.7556778215445886
2.2886976503805014;0.9106524912901999
2.4518081614791027;1.1466729553461235
2.619491664927288;1.4371613017820433
2.8084401171201656;2.0378445590953196
3.0337685273072137;2.887764662223071
