hs;ws
6.556819008267774;4.475553846153845
6.966031367697799;5.570682307692307
7.364731190238971;6.665810769230769
7.798824446516711;7.76093923076923
8.255564545253636;8.856067692307692
8.738164049825548;9.951196153846153
9.204565078007636;11.046324615384613
9.678203242276302;12.141453076923074
10.105116670700019;13.236581538461538
10.520096193723182;14.33171
10.914353458421447;15.42683846153846
11.235965289843621;16.52196692307692
11.401004422492317;17.617095384615382
11.5076722330499;18.712223846153844
11.5513048566061;19.807352307692305
11.428697892744253;20.902480769230767
11.216722143956307;21.99760923076923
10.844190667947274;23.2457414933331
10.213408673849683;24.25254510907156
9.445130749474501;24.866687399441954
8.592596809075252;25.129487717567702
7.647229053694033;24.79409893526598
6.65938666118729;24.093563674020327
5.641858091884173;23.065253764255612
4.8478863196863795;21.99760923076923
4.207422195785852;20.902480769230767
3.683656578180181;19.807352307692305
3.2106380037993603;18.712223846153844
2.8084684261120674;17.617095384615382
2.450273729297098;16.52196692307692
2.1526827614105954;15.42683846153846
1.8732779284754082;14.33171
1.613541607936012;13.236581538461538
1.3744511023219443;12.141453076923074
1.156469399054804;11.046324615384613
0.9727667798439151;9.951196153846153
0.8353253523233709;8.856067692307692
0.7124378329956016;7.76093923076923
0.6033949311162716;6.665810769230769
0.5071880015710388;5.570682307692307
0.43361487282744215;4.475553846153845
0.3874226458253792;3.3804253846153847
0.3746184629115592;2.285296923076923
0.3938959504180679;1.1901684615384616
0.490889496852318;0.46307735093657626
0.8031308897474301;0.22353678536974583
1.1158143491412063;0.22353678536974558
1.4284978085349826;0.22353678536974528
1.741181267928759;0.22353678536974503
2.0538647273225354;0.2235367853697448
2.3665481867163116;0.22353678536974456
2.6792316461100882;0.2235367853697443
2.9930410132859167;0.3444270927409769
3.307981169999019;0.4865717062958357
3.624126339673991;0.6287163198506945
3.941683282820629;0.7708609334055531
4.26085831148692;0.9130055469604118
4.587039313305118;1.1494923607185263
4.9235295293647585;1.4609901862739574
5.2830703149232185;1.9149493553784716
5.693425107098046;2.5950830109208445
