wind speed (m/s);significant wave height (m)
19.05;1.5344716492352066
19.55;1.6809252762168876
20.05;1.8403770731762286
20.650000000000002;2.0170654427491916
21.200000000000003;2.2077210320412974
21.650000000000002;2.4078385224178054
22.1;2.6218687338932583
22.650000000000002;2.859561748322336
23.150000000000002;3.11025634892602
23.6;3.372901640313131
24.1;3.659647963295058
24.55;3.959261438999542
24.950000000000003;4.270927247965069
25.400000000000002;4.611513779609557
25.85;4.9754625724530985
26.25;5.354323377233014
26.650000000000002;5.759083267334044
26.950000000000003;6.167841150114661
27.3;6.617210984056616
27.6;7.084921199979936
27.85;7.571487699213288
28.1;8.093932827245993
28.25;8.621903125001918
28.400000000000002;9.190644940450875
28.5;9.785916426550074
28.55;10.410308074154377
28.55;11.067107112964052
28.5;11.76048590498952
28.35;12.46895742576209
28.05;13.164011217603338
27.537086943049424;13.8
26.65048268559451;14.25
24.159442999906137;13.55
18.251901325497272;9.9
15.454607559637996;8.25
13.703836903722113;7.25
12.50231966268738;6.6000000000000005
11.610546539851153;6.15
10.925969914591695;5.8500000000000005
10.369457514198386;5.65
9.88388290056655;5.5
9.433051155758834;5.3500000000000005
9.029994204188291;5.25
8.658803249962476;5.2
8.294226667131953;5.1000000000000005
7.94983262649217;5.1000000000000005
7.6102680810458;5.050000000000001
7.279545137109334;5.0
6.95;4.973685324725142
6.622106956186379;4.95
6.308411747999046;4.9
6.000548299021741;4.8500000000000005
5.663329850368935;4.8500000000000005
5.359844187545178;4.800000000000001
5.015039954580635;4.800000000000001
4.712657907311749;4.75
4.356397336938056;4.75
4.051514532184859;4.7
3.6793603098397827;4.7
3.294309371238746;4.7
2.894688887100313;4.7
2.4786229279568004;4.7
2.137277641149433;4.65
1.7893561083804737;4.6000000000000005
1.4332308974448955;4.55
1.0670581529648815;4.5
0.75;4.425398046262853
0.5;4.323554424805311
0.30000000000000004;4.205270541864191
0.2;4.057265892442886
0.1;3.9158368240257655
0.1;3.751760649728688
0.05;3.6095332884513174
0.05;3.46092012908792
0.05;3.3191468357362117
0.05;3.1834286611193723
0.0;3.0626865166194497
0.0;2.9362902907158754
0.0;2.8141275209550725
0.0;2.6957053012414636
0.0;2.5805782070084113
0.0;2.4683409412233055
0.0;2.358622088510153
0.0;2.251078762277273
0.0;2.1453919721814687
0.0;2.0412625718592956
0.0;1.9384076719528318
0.0;1.836557422767847
0.0;1.7354520856869915
0.0;1.6348393236453238
0.0;1.5344716492352075
0.0;1.4341039748250914
0.0;1.3334912127834238
0.0;1.2323858757025683
0.0;1.1305356265175834
0.0;1.0276807266111196
0.0;0.9235513262889498
0.0;0.8178645361931456
0.0;0.7103212099602623
0.0;0.6006023572471094
0.0;0.4883650914620035
0.0;0.37323799722895185
0.0;0.25481577751534246
0.0;0.13265300775454378
0.0;0.0062567818509658805
0.598477126202698;0.0
1.157521459314554;0.0
1.6573886157484523;0.0
2.1080451007804712;0.0
2.5173672988271765;0.0
2.891664419403488;0.0
3.236052069997018;0.0
3.554723987222043;0.0
3.851152925398313;0.0
4.128241369118742;0.0
4.388436123577715;0.0
4.633816512750742;0.0
4.866163033136994;0.0
5.180294970625888;0.05
5.3841138002702476;0.05
5.579227554475343;0.05
5.766629218091415;0.05
5.947198506541018;0.05
6.121719891598579;0.05
6.290897537508846;0.05
6.45536777653949;0.05
6.615709614877344;0.05
6.772453655471047;0.05
6.9260897451292065;0.05
7.077073592547881;0.05
7.22583255737016;0.05
7.372770774527323;0.05
7.518273750524227;0.05
7.672383330731962;0.1
7.811277147790855;0.1
7.949832626492168;0.1
8.088388105193483;0.1
8.227281922252375;0.1
8.366855728867186;0.1
8.507457871086904;0.1
8.649446912649072;0.1
8.793195375421718;0.1
8.9046120566575;0.15000000000000002
9.047898599408699;0.15000000000000002
9.194083728980122;0.15000000000000002
9.343624294122863;0.15000000000000002
9.497015154230015;0.15000000000000002
9.654796311295415;0.15000000000000002
9.81756123167765;0.15000000000000002
9.912431948968592;0.2
10.080897414270005;0.2
10.256295693850948;0.2
10.4395194353625;0.2
10.631582823696602;0.2
10.725595012607842;0.25
10.93099740849319;0.25
11.148800575823676;0.25
11.350000000000001;0.2615103988330655
11.485666614165952;0.30000000000000004
11.742035930221931;0.30000000000000004
12.0;0.3057922627736261
12.143198577097696;0.35000000000000003
12.459157845051974;0.35000000000000003
12.601987221949528;0.4
12.971550985242711;0.4
13.145325568630708;0.45
13.5;0.4675500302314861
13.816409246977663;0.5
14.065840070296481;0.55
14.350000000000001;0.5995979126708711
14.700000000000001;0.6462272436911505
15.05351405159816;0.7000000000000001
15.516919913534938;0.75
16.0;0.8088202459829155
16.25;0.8966291724724117
16.8;0.9702856217644932
17.25;1.0619242641564048
17.7;1.1639749367278758
18.150000000000002;1.2766002968525998
18.600942266236146;1.4000000000000001
