wind speed (m s$^{-1}$);significant wave height (m)
0.0;1.1
0.0;1.05
0.0;1.0
0.0;0.9500000000000001
0.0;0.9
0.0;0.8500000000000001
0.0;0.8
0.0;0.75
0.0;0.7000000000000001
0.0;0.65
0.0;0.6000000000000001
0.0;0.55
0.0;0.5
0.0;0.45
0.0;0.4
0.0;0.35000000000000003
0.0;0.30000000000000004
0.0;0.25
0.0;0.2
0.0;0.15000000000000002
0.0;0.1
0.0;0.05
0.05;0.05
0.1;0.05
0.15000000000000002;0.05
0.2;0.05
0.25;0.05
0.30000000000000004;0.05
0.35000000000000003;0.05
0.4;0.05
0.45;0.05
0.5;0.05
0.55;0.05
0.6000000000000001;0.05
0.65;0.05
0.7000000000000001;0.05
0.75;0.05
0.8;0.05
0.8500000000000001;0.05
0.9;0.05
0.9500000000000001;0.05
1.0;0.05
1.05;0.05
1.1;0.05
1.1500000000000001;0.05
1.2000000000000002;0.05
1.25;0.05
1.3;0.05
1.35;0.05
1.4000000000000001;0.05
1.4500000000000002;0.05
1.5;0.05
1.55;0.05
1.6;0.05
1.6500000000000001;0.05
1.7000000000000002;0.05
1.75;0.05
1.8;0.05
1.85;0.05
1.9000000000000001;0.05
1.9500000000000002;0.05
2.0;0.05
2.0500000000000003;0.05
2.1;0.05
2.15;0.05
2.2;0.05
2.25;0.05
2.3000000000000003;0.05
2.35;0.05
2.4000000000000004;0.05
2.45;0.05
2.5;0.05
2.5500000000000003;0.05
2.6;0.05
2.6500000000000004;0.05
2.7;0.05
2.75;0.05
2.8000000000000003;0.05
2.85;0.05
2.9000000000000004;0.05
2.95;0.05
3.0;0.05
3.0500000000000003;0.05
3.1;0.05
3.1500000000000004;0.05
3.2;0.05
3.25;0.05
3.3000000000000003;0.05
3.35;0.05
3.4000000000000004;0.05
3.45;0.05
3.5;0.05
3.5500000000000003;0.05
3.6;0.05
3.6500000000000004;0.05
3.7;0.05
3.75;0.05
3.8000000000000003;0.05
3.85;0.05
3.9000000000000004;0.05
3.95;0.05
4.0;0.05
4.05;0.05
4.1000000000000005;0.05
4.15;0.05
4.2;0.05
4.25;0.05
4.3;0.05
4.3500000000000005;0.05
4.4;0.05
4.45;0.05
4.5;0.05
4.55;0.05
4.6000000000000005;0.05
4.65;0.05
4.7;0.05
4.75;0.05
4.800000000000001;0.05
4.8500000000000005;0.05
4.9;0.05
4.95;0.05
5.0;0.05
5.050000000000001;0.05
5.1000000000000005;0.05
5.15;0.05
5.2;0.05
5.25;0.05
5.300000000000001;0.05
5.3500000000000005;0.05
5.4;0.05
5.45;0.05
5.5;0.05
5.550000000000001;0.05
5.550000000000001;0.1
5.6000000000000005;0.1
5.65;0.1
5.7;0.1
5.75;0.1
5.800000000000001;0.1
5.8500000000000005;0.1
5.9;0.1
5.95;0.1
6.0;0.1
6.050000000000001;0.1
6.1000000000000005;0.1
6.15;0.1
6.2;0.1
6.25;0.1
6.300000000000001;0.1
6.3500000000000005;0.1
6.4;0.1
6.45;0.1
6.5;0.1
6.550000000000001;0.1
6.6000000000000005;0.1
6.65;0.1
6.7;0.1
6.75;0.1
6.800000000000001;0.1
6.8500000000000005;0.1
6.9;0.1
6.95;0.1
7.0;0.1
7.050000000000001;0.1
7.1000000000000005;0.1
7.15;0.1
7.2;0.1
7.25;0.1
7.300000000000001;0.1
7.3500000000000005;0.1
7.4;0.1
7.4;0.15000000000000002
7.45;0.15000000000000002
7.5;0.15000000000000002
7.550000000000001;0.15000000000000002
7.6000000000000005;0.15000000000000002
7.65;0.15000000000000002
7.7;0.15000000000000002
7.75;0.15000000000000002
7.800000000000001;0.15000000000000002
7.8500000000000005;0.15000000000000002
7.9;0.15000000000000002
7.95;0.15000000000000002
8.0;0.15000000000000002
8.05;0.15000000000000002
8.1;0.15000000000000002
8.15;0.15000000000000002
8.200000000000001;0.15000000000000002
8.25;0.15000000000000002
8.3;0.15000000000000002
8.35;0.15000000000000002
8.4;0.15000000000000002
8.450000000000001;0.15000000000000002
8.5;0.15000000000000002
8.55;0.15000000000000002
8.6;0.15000000000000002
8.6;0.2
8.65;0.2
8.700000000000001;0.2
8.75;0.2
8.8;0.2
8.85;0.2
8.9;0.2
8.950000000000001;0.2
9.0;0.2
9.05;0.2
9.1;0.2
9.15;0.2
9.200000000000001;0.2
9.25;0.2
9.3;0.2
9.35;0.2
9.4;0.2
9.450000000000001;0.2
9.450000000000001;0.25
9.5;0.25
9.55;0.25
9.600000000000001;0.25
9.65;0.25
9.700000000000001;0.25
9.75;0.25
9.8;0.25
9.850000000000001;0.25
9.9;0.25
9.950000000000001;0.25
10.0;0.25
10.05;0.25
10.100000000000001;0.25
10.15;0.25
10.15;0.30000000000000004
10.200000000000001;0.30000000000000004
10.25;0.30000000000000004
10.3;0.30000000000000004
10.350000000000001;0.30000000000000004
10.4;0.30000000000000004
