U10 (m/s);Hs(m)
25.4766700580122;8.77779527493041
25.4766700580122;8.92135863030065
25.4355419701949;8.98652382184780
25.3769636240983;9.08092289314681
25.3247431988020;9.12462306710364
25.2548943247552;9.21596931864514
25.0065541596291;9.33017539308366
24.5183143564455;9.40152834821771
22.5717916087352;9.40152834821771
15.2667725234921;8.22439816695385
6.62228576573734;5.21531790126380
2.68924450363079;3.04958393245264
1.06441566238483;1.76303572046291
0.417605890213967;1.02628838297914
0.144958253712757;0.589300024624864
0.0418339606822286;0.323703069878995
0.0172751489892875;0.193277994724316
0.0172751489892874;0.151605010700718
0.0198389020016999;0.138406195344845
0.0222424865304026;0.132271216740432
0.0253775176769739;0.127584945691998
0.0286267997643751;0.123474656839118
0.0325854546736125;0.120624154397075
0.0380296163100329;0.117756089446310
0.0467407419122763;0.113730975953766
0.103672931808699;0.102485170604599
11.4368444592037;0.102485170604597
13.0246379838808;0.462726883654129
18.0909184059399;2.37702356952762
22.4560887042029;4.95544162307561
24.4605515900992;6.73196331185844
25.1948591674746;7.69675942504337
25.3977697271122;8.10216892541240
25.4596733603460;8.39817656315990
25.4808218959256;8.56918257473007
