U10 (m/s);Hs(m)
24.9167005569529;8.07915449636833
24.8370283952997;8.23628581320055
24.7791881216866;8.37502584025869
24.6932311521936;8.46679237766190
24.5551000199945;8.57295623225084
24.2977162219312;8.70284655975335
23.8788038473986;8.87484891017063
23.0436623488973;9.03789994755169
20.8941051203737;9.03789994755169
13.5575084988344;7.69214432224747
5.42940482770375;4.59247990480396
2.00935762276623;2.52106722588967
0.728706872722198;1.38203820514835
0.258343440265027;0.757964641853290
0.0863458373893977;0.427894667438960
0.0258197786905932;0.240651762968471
0.0112206860275784;0.154522246872264
0.0112206860275783;0.129095179820348
0.0122522807597204;0.121765499722206
0.0134979279855016;0.118631105674423
0.0148368293786529;0.116467059871918
0.0169102861021186;0.114267923756620
0.0184128951464598;0.112977407245021
0.0213584993361934;0.110988401005685
0.0286806590455182;0.109027941184306
0.0786852881407467;0.102307771187896
10.9086022183336;0.102307771187894
12.5225917580567;0.305737663485572
17.4184639486450;2.07041586126227
21.6954629203582;4.47527490440519
23.6694818726574;6.04173453914859
24.4619170598113;6.92614377227814
24.7557445388388;7.34453110337726
24.9054279088217;7.64647572792332
24.9271611593913;7.82861244836474
