U10 (m/s);Hs(m)
24.5096837712277;7.63434391814705
24.4177640394104;7.78240359591592
24.3146020891413;7.97028825161717
24.1564812370528;8.07763872333828
23.9536250729505;8.25309352287358
23.6494489257191;8.39072956976973
23.0727765783473;8.60950065384414
22.0922305025191;8.81165656360970
19.5562052466158;8.81165656360970
12.3352242832513;7.31007018473365
4.67824920121166;4.21988542612053
1.59583597829991;2.20549172855861
0.542368748886558;1.15622704257268
0.178892270833794;0.619997475247182
0.0574209459918342;0.351014663015883
0.0160887719805270;0.198745398383198
0.00747086756157777;0.132763084790045
0.00747086756157770;0.117402918573912
0.00805428805760289;0.112619342849525
0.00846820875695694;0.110639846328798
0.00876212151356056;0.109622729308272
0.0102319171961631;0.108369294796914
0.0106165927894729;0.107723819447550
0.0134334382314273;0.106886708517703
0.0184484294896820;0.106375515459678
0.0590647371504521;0.102204887148623
10.5958539664191;0.102204887148621
12.2246396872697;0.211614531497671
16.9027188824318;1.79629013066674
21.2579542551423;4.20512256503337
23.1307422544438;5.58956864917814
23.9506477813122;6.40835694923443
24.3050514384423;6.84786760131885
24.4970651054078;7.22581756323570
24.5627384864450;7.36270212573182
