U10 (m/s);Hs(m)
25.8687644479779;9.28758935943779
25.8622444200309;9.34135334584789
25.8594547721818;9.37918039028214
25.8588115081118;9.43218879645502
25.8543697125340;9.49416026491601
25.8142088587904;9.53847873236255
25.6567937269201;9.59140984732833
25.2564024746964;9.64114031770008
23.5104551975935;9.64114031770008
16.2824543443729;8.55038760984722
7.35198724216482;5.61426506585381
3.13164661151906;3.43702366753833
1.29866517838221;2.05440583061526
0.525496841349398;1.22044102703979
0.178933726413185;0.700142195886045
0.0522058680057072;0.380441971639859
0.0213340857291682;0.217091529255379
0.0213340857291681;0.167642996320189
0.0246609875713397;0.149616003114330
0.0275895411040246;0.141876029997098
0.0322874893599271;0.134429990786757
0.0362304814800075;0.129963334700441
0.0409556383995625;0.125875279920904
0.0480432130501144;0.121575863740786
0.0586604343018733;0.116194729533984
0.116445071974167;0.102609475065686
11.7930660671559;0.102609475065684
13.3210119181540;0.544910579384597
18.4471343372930;2.53882656338586
22.9343151838653;5.25989578818187
25.0400523318376;7.18823990902661
25.6513056283417;8.14353538404727
25.8393979965500;8.58978306972875
25.8687644479779;8.82917518522579
25.8718004232840;8.99020590942672
