U10 (m/s);Hs(m)
25.1715071746057;8.34218454116470
25.1164920309570;8.51112809622635
25.0904747642622;8.62544966186638
25.0188022259569;8.73376639837662
24.9091049414277;8.80435336005692
24.7184923725095;8.91890046365254
24.3699769258675;9.07455567359427
23.6259006169699;9.17633803060550
21.6157543226989;9.17633803060550
14.3242645870701;7.89979721074441
5.93225507924680;4.82520531882279
2.25246308411838;2.70546522717009
0.860181015035590;1.52504924807642
0.318503955862017;0.868744008844665
0.108500482154089;0.488091282533520
0.0324960490738848;0.275007328215437
0.0135908119191100;0.170792649396785
0.0135908119191099;0.137191611528518
0.0153563937089592;0.128102916072061
0.0172304451972467;0.123618426864514
0.0187871768303349;0.120912100937536
0.0214424150822680;0.117805027284741
0.0233687868772084;0.115942152680625
0.0289818494633207;0.113629321171860
0.0357012345876742;0.111140230913983
0.0881790782933620;0.102377182648101
11.0994717455253;0.102377182648099
12.7047717503577;0.373551573306835
17.7169548722643;2.20814634652296
21.9867705470868;4.67103214295807
23.9916644829872;6.34734982235826
24.7501965998267;7.25689680323269
25.0473345093418;7.64522858690356
25.1464053218435;7.94322104277966
25.1851656348581;8.14163151157592
