"Hs.Pf....1.14e.04";"Tz.Pf....1.14e.04";"Hs.Pf....5.70e.06";"Tz.Pf....5.70e.06";"Hs.Pf....2.28e.06";"Tz.Pf....2.28e.06"
"0";6.89374938025657;8.85611862349991;9.50949809004804;10.2541756737388;10.2753994277789;10.6560116224458
"3";6.89306418923371;8.87555097561444;9.50947578623364;10.2548082208102;10.2743571003528;10.6855725374125
"6";6.89173873027916;8.89406353693468;9.51041449257673;10.2416973970624;10.2723746979987;10.7132605657853
"9";6.88966517406267;8.91303960271683;9.51208856298132;10.2263772095175;10.2725017322091;10.7120980173508
"12";6.8865747926029;8.93383933356704;9.51022327369067;10.2389314898574;10.2725214946681;10.7119650066421
"15";6.88409442359172;8.94690390870007;9.5084203885685;10.2484276285483;10.2741813775668;10.7032220878489
"18";6.88132870320771;8.95874857374106;9.50272691768259;10.2728108799985;10.2789706974015;10.6827110161065
"21";6.87726145283192;8.97327529621307;9.49854110657486;10.2877610578002;10.2769385497731;10.6899691000435
"24";6.87024798912394;8.99453607870161;9.49184080303899;10.3080725190146;10.2740400504337;10.6987556806209
"27";6.86115860933438;9.0182138963716;9.49027303716694;10.312156546234;10.2646498740378;10.7232170728982
"30";6.84717360065187;9.04979361378757;9.48828835612814;10.3166381785154;10.2621676827695;10.728822139052
"33";6.82019563592109;9.10291217443687;9.48675867488773;10.3196500612335;10.2641062227783;10.7250052293608
"36";6.76509319386698;9.19785337317028;9.47583508451923;10.3384713461965;10.259847493323;10.7323429963363
"39";6.65933985690909;9.35755413620779;9.45282855650586;10.3732140804143;10.2378518366456;10.7655591884294
"42";6.4769862257381;9.59883241777733;9.36398393253478;10.4907674192801;10.1488282115442;10.883349369769
"45";6.16138123249146;9.96389685233967;9.10314771874322;10.7924800884037;9.92300621413783;11.1445606356201
"48";5.64996909574336;10.478820914615;8.52017709618127;11.3794540367843;9.34430137581356;11.7272395061357
"51";4.91335707066983;11.1200606671227;7.45187053604854;12.3094424308151;8.25713107959176;12.6736492686066
"54";4.08365785650151;11.7384236115722;5.95273405664666;13.4267273838492;6.58268979168308;13.9215863853565
"57";3.31501130015113;12.2220815160479;4.22678433937973;14.5127521849584;4.64709045730973;15.1395296783214
"60";2.71428633288763;12.5349511591719;2.7068969767725;15.3043400873122;2.86087441930624;16.0698269105113
"63";2.19776179548164;12.7512587340471;1.61219442726518;15.7627741723274;1.63657939705039;16.582531086243
"66";1.73274186381145;12.9010128382351;1.00711286190807;15.9576334495529;0.992883299691026;16.7898257114069
"69";1.33784744976387;12.9917250305715;0.737072010571646;16.0196652149406;0.760635944880022;16.8431758373388
"72";1.07803709556144;13.0283656864487;0.646628663812909;16.0324203014542;0.679040902559554;16.8546830610449
"75";0.9450881872842;13.0357196385349;0.625103336557377;16.0336109560246;0.638361281551365;16.8569332185502
"78";0.885025079308809;13.0340362947454;0.607061731118118;16.0331053174473;0.609062129535479;16.8561120731375
"81";0.860247709221536;13.0313224214391;0.59547194656109;16.0318358846211;0.587358185100585;16.8537348331304
"84";0.844362142694893;13.0283090491206;0.588216690454942;16.030459617185;0.581185875713827;16.8525639925301
"87";0.828743448704343;13.0241079899556;0.597078227231315;16.0328431609252;0.582104398085991;16.8528110533172
"90";0.807400146679236;13.0166842369485;0.60323734561321;16.0349854617536;0.60302677147292;16.8600883964464
"93";0.78816263733088;13.0084760642349;0.611815357152616;16.0386454885782;0.618139714230128;16.8665367179061
"96";0.770738611633516;12.9996602162042;0.608422436814789;16.036928808943;0.615429191658346;16.8651653037741
"99";0.76087611770067;12.9938795968878;0.604364291676649;16.0345502430008;0.598673043458681;16.855344165773
"102";0.751512251140237;12.9876280405431;0.597153649234893;16.0297362340425;0.59188401707361;16.8508116384566
"105";0.744721605936263;12.9825284975545;0.593049006671722;16.026653787445;0.595701064741993;16.8536781110951
"108";0.741368110775465;12.979722694401;0.599129992222451;16.0317416279268;0.6076806238842;16.8637011715759
"111";0.731023520121444;12.9701501794911;0.600118085476379;16.032655974151;0.590335955265811;16.8476510344067
"114";0.722181263641661;12.9611515051587;0.590428010952448;16.0227944840329;0.569247930573659;16.8261899665275
"117";0.705068437158687;12.9420805126808;0.578336946599478;16.0093198778622;0.546931818083764;16.8013202926689
"120";0.702861526314932;12.9393958676803;0.575497146927718;16.0058653413943;0.549048329412587;16.8038949692008
"123";0.697238735556599;12.9319463168707;0.583007628119773;16.0158158648353;0.561898642107261;16.8209201549943
"126";0.696831026288641;12.9313588333135;0.584915299537733;16.0185647000434;0.566201204767858;16.8271198787071
"129";0.68854287998692;12.9183781246319;0.576015309481857;16.0046257354089;0.567869924090315;16.8297333894498
"132";0.681668462043869;12.9066742982074;0.567376199559236;15.9899174875494;0.557559255323278;16.8121792810773
"135";0.672959039446933;12.8905412695535;0.559047069651005;15.9744888997209;0.556888262001271;16.8109363566044
"138";0.663056507572993;12.8705501794613;0.556802102755826;15.9699567925763;0.549319474011544;16.7956565953758
"141";0.654135415119406;12.8508722404605;0.551261763235491;15.9577360400518;0.543094415089405;16.7819255046621
"144";0.641480238611886;12.8202638462425;0.543572320818635;15.939137999584;0.531002592714848;16.7526796647613
"147";0.632220177956932;12.7955893702103;0.534457714804043;15.9148511038466;0.523641908785393;16.7330662922398
"150";0.622195389880062;12.7659785132331;0.529417702648163;15.8999640979601;0.520318835156371;16.7232507173668
"153";0.61384939618162;12.738431309606;0.524310826455105;15.8831080873433;0.5216117829392;16.7275182853928
"156";0.599321380830062;12.6842842948963;0.520873230251141;15.8702959056573;0.522052500245019;16.7291608722062
"159";0.581067867636849;12.6063913702057;0.514000662005663;15.840968705183;0.518472136214391;16.7138824420842
"162";0.56093931018509;12.5061849537479;0.506828672156608;15.8052642388611;0.5087593799256;16.6655292253195
"165";0.539860285442298;12.3804940619722;0.49569766063987;15.7388917770904;0.494514762884686;16.5805908260945
"168";0.514482335596692;12.192034224393;0.480847480602808;15.6286124781386;0.477257764893982;16.452438195239
"171";0.474927834524718;11.802536649892;0.456078899237712;15.3847135006751;0.453243848451383;16.2159704872621
"174";0.381107629154081;10.4268924186454;0.336351984608953;13.6292106344924;0.327455089676706;14.3715854778661
"177";0.30224140465051;8.13534433731966;0.226271139897922;10.4306861701082;0.210557426255384;10.9749905728765
"180";0.30224140465051;5.23433519204991;0.226271139897922;6.01196853271176;0.210557426255383;6.23421780825214
"183";0.369602427528815;3.323943678293;0.328019101932608;3.12634662693565;0.319957353131713;3.13158244168802
