zero-up-crossing period (s);significant wave height (m)
9.68332291279679;9.73483438152464
9.72356491639287;9.73295051293461
9.74442997763148;9.73095389643723
9.72345933917518;9.73403789243042
9.72679710421311;9.73336557695171
9.7444732689994;9.72878071192216
9.75763221888304;9.72454818599584
9.77000361208771;9.71973441419496
9.79966430871628;9.70600573332009
9.82993355815749;9.68953030783741
9.84833869150865;9.67783914131668
9.82437131236664;9.6955261488434
9.80904235287698;9.70864321430683
9.81088132063141;9.70681750143839
9.85364214296777;9.65741216652479
9.971722144959;9.4977051214958
10.2488646710365;9.05481701040429
10.7564863574651;8.08312012756985
11.4265084021675;6.51570096374229
12.0707765359763;4.61796990604926
12.5099637370785;2.91113337112026
12.7171135431027;1.76001112054612
12.7790117771045;1.17947483878373
12.7871573025722;0.95712917072933
12.7845751602896;0.8727262684661
12.7830513725166;0.856781963148966
12.784347521235;0.864946877314265
12.7923433531925;0.901204076246345
12.7945110773148;0.908910214998829
12.790759976609;0.897922809458108
12.7818271761619;0.87565607705998
12.7807580128591;0.873336573752423
12.7738655522669;0.860108466619634
12.763810176064;0.842825667456591
12.7473299972392;0.817219376354197
12.7461074302911;0.815489595364876
12.7430360170365;0.811509801922655
12.7471773395578;0.816445944660535
12.7339193933602;0.801860223581498
12.7297967403378;0.797663283164093
12.7106628611717;0.779606587328383
12.7095638149496;0.778644064299819
12.6963553670278;0.767903858531107
12.6964268373368;0.767957808467586
12.6786679017802;0.755522510188775
12.6621738176456;0.744823867263686
12.636999737685;0.729730182876919
12.6195229368176;0.720072384641636
12.6177354712003;0.719165489233435
12.6232639985697;0.721728042941631
12.6238512598062;0.721975142088097
12.5971035192267;0.711841814879983
12.5488872592796;0.69556813175722
12.4901656086868;0.678155425713289
12.4209637574883;0.660462857129739
12.3488007952664;0.644969510684306
12.2547453793473;0.628660057966732
12.0735204089559;0.604821479089375
10.7838749867292;0.490212356929426
8.43955699291596;0.384439539536941
5.22225368536088;0.384439539536941
3.12139168646806;0.482788219474047
2.10488998043323;0.580059157367641
2.06191003313684;0.586379898890405
2.04024739139399;0.590743336456562
2.0256006794567;0.594542418337229
2.01750234989004;0.597147215084223
2.00746375021144;0.601053285100242
2.00036149646803;0.604340617705965
1.99212048036802;0.608826168195776
1.98822131557041;0.611302965514815
1.98384793173944;0.614530355221362
1.97987951957823;0.617926144879466
1.97609115430732;0.621687204424303
1.97389747518219;0.624221754649211
1.9723496720332;0.626315208773905
1.96924355036521;0.631278952078941
1.96587469443757;0.637727665542369
1.96194738991252;0.64691502351578
1.96016636337879;0.652161145728346
1.95866422443893;0.65799898803491
1.95837337978985;0.659615198802605
1.95784765662102;0.664545894784199
1.95774716843093;0.667288887099263
1.95792241189493;0.673017098540014
1.95857146104235;0.679808489018054
1.96044109979887;0.691586026387401
1.96378715205653;0.706758741745643
1.96952859368808;0.72716924758225
1.97887890852497;0.754557395515878
1.99309695950798;0.789998636853257
2.01005545648249;0.826789358829767
2.03753145532666;0.879521681550942
2.09615159897167;0.980275760671397
2.34048751492438;1.35991585178714
3.10789999706876;2.44570957837575
4.55361030484795;4.31899328369034
6.41642148494869;6.53932310137678
7.94316703764615;8.218971250375
8.80065949306961;9.09191513488227
9.08804435681676;9.36312104286431
9.209679704754;9.46964688420224
9.34582843310518;9.58035371109775
9.45284538988146;9.66113631994782
9.52591773181649;9.71230359655608
9.50893107254065;9.70128545207475
9.49169782677371;9.69095287297064
9.46939937694131;9.67863059894149
9.48066727812586;9.68434752448405
9.50564181898367;9.69592359131145
9.55742276083844;9.71771121450207
9.6096133695397;9.73748352063715
9.6448087222154;9.74936245976408
9.62506148773194;9.74350682073196
9.58840163124565;9.73413413757519
9.55699365503222;9.72739086316346
9.56961180607667;9.72957888323473
9.59340247752976;9.73270834048753
9.60886979984494;9.73408290143441
9.62552538623255;9.73483438152464
9.68332291279679;9.73483438152464
