"Hs.Pf....1.14e.04";"U.Pf....1.14e.04";"Hs.Pf....5.70e.06";"U.Pf....5.70e.06";"Hs.Pf....2.28e.06";"U.Pf....2.28e.06"
"0";9.34162661418802;24.9423907424684;11.9558280541663;28.6235285891208;12.740878852554;29.649189374338
"6";9.2714780616624;25.4874245789468;11.8609531126962;29.1961402002223;12.6385330473169;30.2268739142495
"12";9.06345549678251;25.7624140518944;11.5796647284081;29.4393105452416;12.3351083001982;30.4587429500692
"18";8.72473910304797;25.7855428923491;11.1218517255668;29.3793120082556;11.8413127096365;30.3734074358764
"24";8.26700146310216;25.5769136200758;10.5035974075699;29.0431376553789;11.1745639779371;29.9997385012444
"30";7.70597487631121;25.158068858153;9.74659473735326;28.4584756086698;10.3583590745801;29.3670254033893
"36";7.06086279138002;24.5518539757328;8.87735121949302;27.6541536998406;9.42141744318612;28.5056245921759
"42";6.35361108797578;23.7823483206323;7.92620482600345;26.6606579777614;8.3966209066643;27.44767379651
"48";5.60805733319561;22.8746277562761;6.92617489788266;25.5104479868534;7.3197761213575;26.2275983816815
"54";4.84897695868534;21.8540976635657;5.91167146794063;24.23774634969;6.22822457416623;24.8820907345049
"60";4.10104437933318;20.7450619929362;4.91708174622196;22.8772526424945;5.15931918802431;23.4489742849912
"66";3.38772476371391;19.5681455504485;3.97524254310096;21.4608206598924;4.14877390410344;21.9638314200357
"72";2.73011024568311;18.3364158694723;3.11579254423093;20.0107676110142;3.22887256339872;20.4526357085641
"78";2.14571784355382;17.0511716940139;2.3633844835158;18.5293106337332;2.42650124182284;18.9191030020248
"84";1.6472863398596;15.7012469238666;1.73574601750341;16.9890224285365;1.76096798121545;17.3313244236101
"90";1.2416650337436;14.2736688499441;1.2416650337436;15.3431052012333;1.2416650337436;15.6301029467718
"96";0.928998405866074;12.7817516170285;0.87923784118953;13.5837410252144;0.865947442755939;13.7979360249143
"102";0.702563312934475;11.2969289227432;0.635212305800554;11.8278148813463;0.618252536320037;11.9679529975591
"108";0.549695261604618;9.94292546629701;0.486690406640497;10.3030669503563;0.472106617006368;10.4055437743959
"114";0.454019015265242;8.83064008913955;0.40591754974116;9.17334015885078;0.395979622699694;9.28576981303412
"120";0.398558443983005;7.98870070112508;0.366784130907647;8.41014787402971;0.361097009524734;8.55195061926557
"126";0.3686248541177;7.36148614614764;0.349746154757094;7.8673030790737;0.346894393160926;8.02999283778693
"132";0.353401763546278;6.86192842180138;0.342943785952963;7.41017346180106;0.34163598528509;7.57782550395286
"138";0.345979755677461;6.41728925242518;0.340381096885706;6.96175053697881;0.339807582473072;7.12214616389014
"144";0.342439776973389;5.98294546696003;0.339439793174796;6.48924707514524;0.339188289836036;6.6349666250189
"150";0.340754433753749;5.53708782505296;0.339091515384842;5.98261845637647;0.338976387405969;6.10921133040298
"156";0.339940279546095;5.07189223671373;0.338957994752125;5.44180724462007;0.338900769595028;5.54628930542242
"162";0.339538298132736;4.58725660920656;0.338903990358254;4.87136395360084;0.338872019960911;4.95148831537863
"168";0.339338141207789;4.08749222996218;0.338881039734232;4.27878099737517;0.338860388290992;4.33283826058251
"174";0.339244647293276;3.57989286846103;0.338871435699544;3.67439786401399;0.338855684250875;3.70135373547573
"180";0.33921723240133;3.07420972451557;0.338868773741941;3.07187791136995;0.338854403039186;3.07178172306076
"186";0.339244647293276;2.58235062278838;0.338871435699544;2.48858498414157;0.338855684250875;2.46319939995208
"192";0.339338141207789;2.11777409689744;0.338881039734232;1.94501107427056;0.338860388290992;1.89845336092565
"198";0.339538298132736;1.69417413203308;0.338903990358254;1.46226719101768;0.338872019960911;1.40115388364796
"204";0.339940279546095;1.32338865980193;0.338957994752125;1.05742848237339;0.338900769595028;0.989941441740541
"210";0.340754433753749;1.0130908996783;0.339091515384842;0.738544497348304;0.338976387405969;0.672485363730484
"216";0.342439776973389;0.765339065601406;0.339439793174796;0.50253068548429;0.339188289836036;0.443413725675338
"222";0.345979755677461;0.576832221372141;0.340381096885706;0.337497890129711;0.339807582473072;0.287779599322916
"228";0.353401763546277;0.440765214201304;0.342943785952963;0.227731720167053;0.34163598528509;0.187264784447512
"234";0.3686248541177;0.349373298789443;0.349746154757094;0.158300654835011;0.346894393160926;0.125305154724149
"240";0.398558443983005;0.296309116766793;0.366784130907646;0.117721036671946;0.361097009524734;0.0895935342493539
"246";0.454019015265241;0.278738419683372;0.40591754974116;0.0989949110452664;0.395979622699693;0.0726397803749232
"252";0.549695261604617;0.299892005171348;0.486690406640497;0.100453447776954;0.472106617006368;0.0720231040974078
"258";0.702563312934474;0.37321030472806;0.635212305800553;0.128559833029607;0.618252536320035;0.0925361133876298
"264";0.928998405866072;0.528531056983901;0.879237841189527;0.205468245576764;0.865947442755936;0.153392709076112
"270";1.24166503374359;0.81817609754834;1.24166503374359;0.383006200890853;1.24166503374359;0.303655871334483
"276";1.6472863398596;1.31659037990371;1.7357460175034;0.756558096907652;1.76096798121544;0.641093884781811
"282";2.14571784355381;2.10626153871836;2.3633844835158;1.45835882162811;2.42650124182284;1.31077338953155
"288";2.73011024568311;3.25131687384915;3.11579254423092;2.6152709532798;3.22887256339872;2.45998567388147
"294";3.3877247637139;4.77249363529336;3.97524254310096;4.29284187394852;4.14877390410344;4.17107252941011
"300";4.10104437933317;6.63777096491236;4.91708174622195;6.46663770379828;5.1593191880243;6.42421195329563
"306";4.84897695868534;8.77089358052471;5.91167146794063;9.03419885299975;6.22822457416623;9.10977689562296
"312";5.60805733319561;11.0695220063749;6.92617489788266;11.8488735163706;7.3197761213575;12.0676976743158
"318";6.35361108797578;13.4236674562788;7.92620482600345;14.7529922935282;8.396620906664;15.1258421065354
"324";7.06086279138002;15.729535866607;8.87735121949302;17.6002620972689;9.42141744318612;18.1252377827042
"330";7.70597487631121;17.898127178058;9.74659473735326;20.2676533660233;10.3583590745801;20.932842260307
"336";8.26700146310216;19.8597605400658;10.5035974075699;22.6607155826524;11.1745639779371;23.446883107411
"342";8.72473910304797;21.5656482987313;11.1218517255668;24.7154334519732;11.8413127096365;25.5987175522613
"348";9.06345549678251;22.9870256222764;11.5796647284081;26.3973106392548;12.3351083001982;27.3520538940613
"354";9.2714780616624;24.1122056215113;11.8609531126962;27.69706541515;12.6385330473169;28.6984254160221
"360";9.34162661418802;24.9423907424684;11.9558280541663;28.6235285891208;12.740878852554;29.649189374338
