wind speed (m/s);significant wave height (m)
24.4915871168975;9.28388723362331
24.6792671766107;9.27593929546314
24.869140287372;9.25809451658045
25.0301990951184;9.23252937342323
25.1596075254625;9.2011029464888
25.2684635317225;9.16221073776186
25.3670645824796;9.11062857014676
25.4512222143415;9.04439674060736
25.5175585858928;8.95975645494492
25.5601087481447;8.85321930726485
25.5728618177221;8.70618054649511
25.5405526060228;8.5203767472146
25.4488644513897;8.2885991667956
25.2890637756153;8.0165762945931
25.0467510769096;7.69605448619892
24.7037103811163;7.3174203240866
24.2623089063593;6.89342647635956
23.7397555104476;6.44447635908618
23.1901233392732;6.01400961868034
22.6500153497642;5.6230322880486
22.1313344126196;5.27237003547893
21.6385787532261;4.95873734909557
21.1676562428797;4.67476095831129
20.7310666753622;4.42406810782633
20.3081118622791;4.19186235513117
19.9095071587417;3.98192929851162
19.5259258404931;3.7875968070627
19.2086061228453;3.63260276845783
18.8941502420622;3.48424342006239
18.6070364645395;3.35320207788428
18.2755242760128;3.20665056976892
17.9797212242961;3.07986821101324
17.7060857367145;2.96607236076613
17.452475784239;2.86368106703481
17.1465592401165;2.74372944164963
16.8295564977355;2.62298719541173
16.4958454072473;2.49951430240414
16.1908429183864;2.38990531416047
15.8090746823051;2.25669273700886
15.4166750025802;2.12381326157816
15.0292034914597;1.996565914381
14.7124855250026;1.89578834170172
14.4086166068311;1.80221375767486
14.0781904210708;1.70387929395514
13.6919113255802;1.59297887623726
13.2805931770559;1.47929785798992
12.8388897373357;1.36207850927117
12.391481705359;1.24842855676105
11.9305509173736;1.13678482049621
11.4679195097955;1.03043971923216
10.9836870059612;0.925420763290183
10.4983707047426;0.826850676646893
10.0309515013737;0.738789927945911
9.59100867440241;0.662869982544458
9.15316171544092;0.594835968534122
8.70385360068394;0.533480965969593
8.20124290138878;0.475321860070618
7.52992036622347;0.413300826023417
6.24328684404677;0.328455358445061
4.49147957535809;0.266197327026091
2.60304870451959;0.266197327026091
1.40890807035482;0.316767195393513
0.841633506269794;0.370081164503122
0.705280836609459;0.391724659624637
0.628092920208998;0.410469500347379
0.569403110010034;0.431438268418384
0.521355391326447;0.45657395875463
0.482687149314332;0.487005761038969
0.454994875083409;0.52233904723976
0.439460058404508;0.561235140018602
0.436320053140125;0.597438383487132
0.441093760650954;0.624891018370884
0.446684493807846;0.639023777493945
0.451478961808437;0.647185225810031
0.462089312213147;0.661220184429935
0.491897648499824;0.694121395779705
0.551998305522828;0.751851852697957
0.654964505946515;0.840314942053156
0.805955674498723;0.958569803332231
1.0037271661029;1.10173408041087
1.22853397815802;1.25371819523538
1.49781818519242;1.42511415516562
1.82767982036068;1.62402780774165
2.23039271412169;1.85526842999942
2.67186510628271;2.09764048948401
3.13588638140748;2.34202647830692
3.64504134307471;2.59997791526986
4.22188825878011;2.88173737788602
4.86815771015601;3.18664538105402
5.56977070436199;3.5068679396635
6.28316512104261;3.82223802638715
7.00381192473462;4.13111009877309
7.70282762708717;4.42180735770074
8.42037266502677;4.71150562871873
9.11513479862891;4.98392583214615
9.77489972119753;5.23522176145445
10.3589580821083;5.45132298662323
10.9882272813197;5.6774639617873
11.7624365907897;5.94761325033968
12.7928136028304;6.29653289510548
13.9598296518592;6.67978609466586
15.1816190196239;7.06855143117661
16.3171257414036;7.4182238155376
17.3811927771911;7.73488897657878
18.3344879935575;8.0085792666764
19.1909332091662;8.24528548674661
19.9489051505168;8.44643623478808
20.624306297291;8.61800067433789
21.2410380076604;8.76738152329266
21.7839541234355;8.89218167383203
22.2452299309931;8.99222184735902
22.6208171760279;9.06850543229574
22.8992010678376;9.1209523445372
23.1254215302857;9.15999070158007
23.3214500902386;9.19045022521338
23.5510530490236;9.22180352078582
23.7773210083475;9.24798589658148
23.9825632013839;9.26694747224063
24.1528144206836;9.2781744798215
24.3135590411953;9.28388723362331
24.4915871168975;9.28388723362331
