zero-up-crossing period (s);significant wave height (m)
9.0350119582433;8.90916917516557
9.1656106071498;8.83241542072767
9.24570459174328;8.60524051633613
9.28237451606518;8.23676617509867
9.28456175788188;7.74174264698275
9.26283434367679;7.1398879590719
9.22871279715425;6.45499803313224
9.1933868456858;5.71386026018822
9.16571595099832;4.9450087157398
9.14959079325825;4.17736209148834
9.14111973612802;3.43878525609619
9.12673673287829;2.75461248660494
9.08403623783965;2.14616718218336
8.98727331673633;1.62931673203683
8.81787503850562;1.21313059918458
8.57627962768686;0.898800025041225
8.28663005523083;0.679168341615856
7.9859014393381;0.539470344780044
7.70086029961469;0.459887827393884
7.43335664968456;0.419767973829463
7.16836094251382;0.401917589304991
6.89111410549152;0.394837543185796
6.59532471228496;0.392277135558156
6.28205574584588;0.391405702819255
5.95618101521619;0.391116243856404
5.62384750396208;0.391018921776473
5.29119079762382;0.390984719947729
4.96376859625109;0.390971881504375
4.64632661327124;0.390966738457557
4.34271969029391;0.390964672555895
4.05591657996065;0.39096411180857
3.78805639739051;0.390964672555895
3.54053798097915;0.390966738457557
3.31412858569838;0.390971881504375
3.10908198866339;0.390984719947729
2.92526100749811;0.391018921776473
2.76226924655001;0.391116243856404
2.61962040964073;0.391405702819255
2.49702854117156;0.392277135558156
2.39500310069116;0.394837543185796
2.31600945817648;0.401917589304991
2.2661913608747;0.419767973829463
2.25661695788261;0.459887827393884
2.30195756603905;0.539470344780043
2.41621426582877;0.679168341615855
2.60900916658996;0.898800025041225
2.88504819893676;1.21313059918458
3.24461111050389;1.62931673203683
3.68282797766801;2.14616718218336
4.18843862005159;2.75461248660493
4.74372073030636;3.43878525609618
5.32635033002062;4.17736209148834
5.91264668296601;4.9450087157398
6.48090091138868;5.71386026018822
7.01363356123112;6.45499803313224
7.49836716524977;7.1398879590719
7.92722125059834;7.74174264698275
8.29595050182446;8.23676617509867
8.60296877692698;8.60524051633613
8.8486551371031;8.83241542072767
9.0350119582433;8.90916917516557
