zero-up-crossing period (s);significant wave height (m)
9.38732969427943;9.09758037725279
9.38126686931577;9.09786419924214
9.39700336270112;9.09635834493647
9.41097597783511;9.09430349624041
9.43327417441701;9.08981204086862
9.45182678024;9.08499984350153
9.47114477282033;9.07878628503647
9.48508626153165;9.07336158111586
9.48104865367002;9.07523041887527
9.47238127674499;9.07994803577343
9.47396537440378;9.07894179750498
9.48601222586015;9.07005168269017
9.50194385430968;9.05641891045585
9.51963090288712;9.03885934633911
9.57570837937707;8.97406811091098
9.71531798408366;8.78524157763391
10.018453510206;8.3008153061799
10.5067617042267;7.36608859398854
11.1208338683407;5.92955604164126
11.6865673027319;4.26315372794555
12.0738695819245;2.75796031946699
12.2555250549557;1.7485089424262
12.3108801892025;1.22933962636514
12.3180796963916;1.03281710096492
12.3159894354611;0.964492403984915
12.3134153526377;0.93755823167113
12.3119434789412;0.928286361689262
12.3095522772172;0.917443427888782
12.3057740082884;0.904011891878584
12.2976036335593;0.880079924275698
12.2900010420627;0.861128994901335
12.2797504958402;0.83889088047734
12.27340885859;0.826719921235577
12.266038603182;0.814052205833652
12.2684250923791;0.817760244304815
12.2707938800962;0.821111785884658
12.2756671190405;0.827426300664903
12.2698580859441;0.820502373251571
12.2618227811472;0.811662337788612
12.2498882363725;0.799512740658521
12.2495227422174;0.799167822791598
12.2461879081449;0.796247240811777
12.2419733367053;0.792820239792729
12.2273786346913;0.781803311825478
12.2067866871392;0.767384260124082
12.1874141868509;0.754818575272552
12.163401578861;0.740421277461851
12.15507430948;0.735819572141574
12.1424492333606;0.729414065121135
12.1346951885071;0.72581995134269
12.1115815192786;0.716094521528837
12.0861428836649;0.706457146078941
12.0519638610493;0.694921233005152
12.0089150129302;0.682155976404599
11.95540500203;0.668475279698328
11.8801687488051;0.652322099443804
11.77472409537;0.634037723443597
11.5678646742625;0.60682715408363
10.3348841126834;0.497253764865622
8.12606203166386;0.397594360618955
5.12023147974479;0.397594360618954
3.15710589741888;0.489495118343292
2.20789561799897;0.580326814531563
2.16348231541255;0.586858348967501
2.13998248968126;0.591591844706906
2.12299799325552;0.595997303959435
2.10879128729558;0.600566836622363
2.09592048768215;0.605574929988151
2.08616734282759;0.6100892478719
2.07970297916381;0.613607773894218
2.07776788384339;0.614836970183813
2.07554718217841;0.616475762929156
2.07217057034327;0.619365146159395
2.06541932857898;0.626067726417958
2.05937540763403;0.633050799290781
2.0552702746466;0.638603125237746
2.05260837076381;0.642856985514053
2.050272928297;0.647327523762724
2.04791484139074;0.65284392525439
2.04627695201099;0.657668428255409
2.04555470071865;0.660475351795218
2.04510405832406;0.662979551521182
2.04485092829281;0.66535362841542
2.0446428926397;0.671032307643212
2.04487947283757;0.678765442820773
2.04617197742024;0.692289693411789
2.0485106562797;0.707021885695559
2.05257979822761;0.725473460199959
2.05739068181589;0.742575883921937
2.06587178154483;0.767418000799084
2.07759805634175;0.796648008172292
2.09563532288301;0.835779073828246
2.12199177982399;0.886362756011392
2.17674395707435;0.980468721225458
2.35540893669104;1.25807174522787
2.93801350679235;2.08238513863297
4.11972284634354;3.61358875410682
5.77097874171177;5.58176069782379
7.30815472876502;7.27288388254622
8.28958716014083;8.27200105682331
8.72287535386507;8.68089634958398
8.87520630823343;8.81430479828816
8.96410230722974;8.88658893998946
9.01507815823668;8.92506847030633
9.05344715005293;8.95193550050481
9.10360349496587;8.98446866938349
9.14974703730953;9.01213506536355
9.21094128396432;9.04595141950276
9.25547781921516;9.06854764676659
9.2934649324603;9.08615523218765
9.28589236171176;9.08296895723505
9.26046508242786;9.07333588410763
9.24455450476461;9.06796583467875
9.26102987197234;9.07285126830088
9.30238810256719;9.08342516652212
9.33377085621723;9.09016302566399
9.36111517767618;9.09490460182493
9.37286034828844;9.09644957752813
9.38697843557368;9.09770423370141
9.38423331723134;9.09758037725279
9.38732969427943;9.09758037725279
