zero-up-crossing period (s);significant wave height (m)
8.35805656910834;6.92761203190957
8.53027300546676;6.8702352708516
8.66055233582151;6.70050894535451
8.75909042122865;6.425526712932
8.83859759437449;6.05672247369122
8.91377348222157;5.60930497018638
9.00034331690978;5.10150106186754
9.11352534540003;4.55364035080015
9.26583332306715;3.98712027169594
9.4642355856527;3.42329540343008
9.70697807376575;2.88233780118335
9.98089720939205;2.38211744794342
10.2606792883291;1.93715554218729
10.5117425634184;1.55771223891118
10.6973808358659;1.24909072262661
10.7882143752533;1.01127662729029
10.7693868365645;0.839079960855857
10.6413823783734;0.722965777561499
10.4148342112187;0.65065955140211
10.1040884987262;0.609311695865071
9.72359027978427;0.587606739699665
9.28717430137476;0.57707642909294
8.80836859010433;0.572286629406662
8.30050626601579;0.570201764865982
7.77645683938871;0.569312281792536
7.24817745535749;0.568931217565142
6.72628727549347;0.568763900080999
6.21977122932601;0.56868776672993
5.73583945743326;0.568652224770392
5.27992706255908;0.568636346688476
4.85580321096582;0.568631795644759
4.4657557089602;0.568636346688476
4.11081982906591;0.568652224770392
3.79102557891895;0.56868776672993
3.50564483376178;0.568763900080999
3.25342888985504;0.568931217565142
3.03283941884405;0.569312281792536
2.84229413115313;0.570201764865982
2.68047352652029;0.572286629406662
2.54675514141412;0.57707642909294
2.44181526937699;0.587606739699664
2.36830470851665;0.609311695865071
2.33128409205108;0.650659551402109
2.33801752804439;0.722965777561498
2.39702311082405;0.839079960855855
2.5167539990179;1.01127662729029
2.70432868421518;1.24909072262661
2.96431101049716;1.55771223891118
3.29736072037357;1.93715554218729
3.69892700225971;2.38211744794342
4.15857520190101;2.88233780118335
4.66052512905235;3.42329540343008
5.18548204193561;3.98712027169594
5.71321099080042;4.55364035080015
6.22499742012789;5.10150106186754
6.70532861830983;5.60930497018638
7.14260957882564;6.05672247369122
7.52914284710592;6.425526712932
7.86076212430222;6.70050894535451
8.13644339617189;6.8702352708516
8.35805656910834;6.92761203190957
