wind speed (m/s);significant wave height (m)
24.5719146546877;9.2898645355438
25.0059510859688;9.24907263977621
25.2235298555919;9.19623432554997
25.4271526778702;9.0897110535527
25.5501658962481;8.93275531870825
25.5758148052881;8.63703170664303
25.3891772858836;8.16523256490956
24.9184095444544;7.54251931619209
24.0046910311437;6.66483527942871
22.8674243957285;5.7741387605668
21.874272502607;5.10270309550631
20.9013043705574;4.51598240915755
20.0978159669339;4.07486051203288
19.3807153461088;3.71155827692723
18.756184263356;3.41690637135887
18.04998443329;3.10471679369379
17.6354331420496;2.93231877224318
17.0229745226862;2.69217024714609
16.3746863615845;2.45230403641667
15.5772579973094;2.17405279008653
14.8470409190664;1.93424629227262
14.3237132841413;1.77309073203125
13.4671094064747;1.5271604475272
12.6623176302129;1.31358464216928
11.7118003214978;1.08335635953887
10.7328932147163;0.871053795162583
9.82927516342681;0.700814143982772
8.94378533349555;0.563223996871917
8.02828690311076;0.457287990659232
6.23805075779565;0.339233066543805
1.17679875533777;0.339233066543804
0.721790882987607;0.381995914002392
0.582860418756267;0.415734736670459
0.484463027639277;0.467210361752675
0.429106186057396;0.537841582232247
0.422132926796095;0.618241002472601
0.430555435864095;0.639532179949681
0.442811047724847;0.655743426399271
0.566272178952428;0.774335599437967
0.879734920282292;1.01983666647094
1.33635307299855;1.32854041578776
1.98117237613811;1.71738030853126
2.88464265170871;2.21339309497362
3.91325746089268;2.7345166979756
5.1952026374439;3.33933461582846
6.66797507138253;3.99040274778354
8.0543213674509;4.56693781964994
9.51167253401452;5.13837354140128
10.6182001274264;5.54778805307182
12.1056425481523;6.0668098560993
14.6245414390972;6.89402732249754
16.8910294554408;7.59197851344978
18.8427177147921;8.15230664340519
20.3283855219208;8.54657346839154
21.5684810287121;8.84694154818188
22.5222832095057;9.05379942824767
23.0834131047683;9.15951506495918
23.3776976869834;9.20524191307281
23.9612529068584;9.27276743506867
24.2205207644256;9.2898645355438
24.5719146546877;9.2898645355438
