zero-up-crossing period (s);significant wave height (m)
8.20166807776922;6.77298484253568
8.2298800351563;6.77072444493237
8.25943896582825;6.76574154008258
8.28805232013161;6.75809315758851
8.31806428713195;6.74672317891593
8.3478825685616;6.73161616543522
8.37564728992703;6.71342003840734
8.40025884820318;6.69295042153103
8.42534712216661;6.66672275831932
8.45398190849374;6.62917087019045
8.48673141067635;6.57501352785977
8.52351257385408;6.49727675039824
8.5648501426351;6.38284378736042
8.61273928986032;6.20170990159707
8.66260855337939;5.92358721163171
8.70406998659269;5.52333112731139
8.72233378342025;5.00753833767356
8.70712975120802;4.43648334841691
8.66156174523532;3.89145823224719
8.5988490234292;3.43172003130377
8.52691801160057;3.04444499649787
8.45044990081114;2.71507604398961
8.37384624673456;2.437707116626
8.30542624135073;2.22267606367484
8.24190733724798;2.04551459265186
8.18359321945789;1.89882560572336
8.12794768338587;1.77103838001007
8.07740212743879;1.66407225142232
8.03051710859518;1.57196217558254
7.98628420666201;1.49081338603341
7.9503352235944;1.42893474899056
7.91578747435816;1.37292666901795
7.88020504874632;1.3184283167137
7.84066823089598;1.26107713715586
7.80294673337558;1.20915236820416
7.76967680833879;1.16562718108234
7.74042485252256;1.12921617517784
7.70819653795371;1.09101885773674
7.67749129870655;1.05635263432457
7.64677983367256;1.02332079926367
7.61536333173609;0.991137787636505
7.58340267072515;0.959972143349396
7.54933478849812;0.92837842422665
7.51876825053285;0.901454541426246
7.48592577202498;0.874024737052431
7.44872675140945;0.84463016141495
7.40914949760602;0.815121889517795
7.36165613695815;0.781823695290228
7.31581903326397;0.75173021593798
7.26610686510393;0.721326505488964
7.22352758949644;0.69722451926728
7.17272221947348;0.670824689212018
7.11516352961256;0.643654842046269
7.03859409295493;0.611268691835706
6.9480221945119;0.577571004544328
6.83310449084392;0.540923090235435
6.68028017331769;0.50072202197302
6.43961398177456;0.451636703208176
5.84339282499807;0.367590714753439
4.9433336917965;0.301617954009977
3.8763880649988;0.301617954009977
3.17932244802459;0.357468224458679
2.84071629727148;0.414548849244584
2.7811484491954;0.430471403503839
2.7513454344935;0.441762220981246
2.73093037501532;0.452105224130989
2.716518607883;0.461550244017345
2.70436749614346;0.471656414424731
2.69507967080976;0.481366048302938
2.68842608086275;0.490091619448868
2.68401804074664;0.497381126820433
2.68066899084171;0.504459324590006
2.67746546436237;0.513327505230819
2.67482686470952;0.523307633000588
2.67315643161719;0.532623698894951
2.67246521269179;0.539296516476133
2.67231309706281;0.543592454793869
2.6725079559383;0.550911245723452
2.67336236475261;0.561130570737535
2.67513970611457;0.574160011920741
2.67693190396218;0.583809166939749
2.67928435639134;0.593941819419574
2.68225034543998;0.60468116613757
2.6861803645373;0.617032468068551
2.69033220454155;0.628612423563626
2.69514395028195;0.640716355420353
2.70192603827494;0.656291085584611
2.71131570946622;0.676161809275824
2.72304977179329;0.699214490015063
2.73937801515189;0.729169955881094
2.76227364224327;0.768579977466151
2.80353731163971;0.835475765082178
2.87373203644359;0.942986615635022
2.98761973792341;1.10818944105518
3.19594448961271;1.39495468924124
3.60745576933237;1.93331194230785
4.3288037288373;2.8312007869968
5.28351419669932;3.96273308377176
6.22550321996434;5.02623894573417
6.8981318191186;5.74968723841314
7.26306057487526;6.12351964067593
7.43306315007094;6.28929342691359
7.53564596395767;6.3844262146566
7.62404831504104;6.46229353945971
7.70018797644838;6.52588484292942
7.76417130871374;6.57644431650403
7.80792580483314;6.60906708448656
7.83860847423113;6.63057909103015
7.865983131395;6.64855140196916
7.9007012918861;6.66978485321385
7.94275476735144;6.69358921042235
7.97955648623674;6.71271236854273
8.01215446109407;6.72809982779391
8.042274668155;6.74083960482284
8.0741408183286;6.75269555111732
8.09794875500939;6.76028803857139
8.11699916818778;6.76529932848263
8.13284836373651;6.76853186733941
8.15331909576244;6.77141751285527
8.17470200255151;6.77298484253568
8.20166807776922;6.77298484253568
