"Hs.Pf....1.14e.04";"Tz.Pf....1.14e.04";"Hs.Pf....5.70e.06";"Tz.Pf....5.70e.06";"Hs.Pf....2.28e.06";"Tz.Pf....2.28e.06"
"0";6.81995149369214;8.20055780409315;8.90916917516557;9.0350119582433;9.54672871886508;9.27476416999139
"6";6.76468187107678;8.33896117381511;8.83241542072767;9.1656106071498;9.46336766857872;9.40233076720186
"12";6.60104808773455;8.43783009015293;8.60524051633613;9.24570459174328;9.21665198387879;9.47599470462953
"18";6.33547775297497;8.50227658973931;8.23676617509867;9.28237451606518;8.81653452377937;9.5032378464669
"24";5.97836183362857;8.53836177148627;7.74174264698275;9.28456175788188;8.27911066678942;9.49371512633441
"30";5.54358505986132;8.55269142820786;7.1398879590719;9.26283434367679;7.62589899465388;9.4591133327228
"36";5.04789374018032;8.55176544917373;6.45499803313224;9.22871279715425;6.88287253717166;9.41252449645956
"42";4.51012460801277;8.54104662300249;5.71386026018822;9.1933868456858;6.07927596022744;9.36711591086559
"48";3.95032285516396;8.52379363196951;4.9450087157398;9.16571595099832;5.24627000869076;9.33392066404056
"54";3.38878062001959;8.49983985353181;4.17736209148834;9.14959079325825;4.4154472911636;9.31875030483893
"60";2.84502900663418;8.46469473343716;3.43878525609619;9.14111973612802;3.6172625544636;9.31865819744677
"66";2.33681792971175;8.40954910239101;2.75461248660494;9.12673673287829;2.87941601481244;9.31916045293837
"72";1.87912063158984;8.32283687162145;2.14616718218336;9.08403623783965;2.22522227390745;9.29443102770262
"78";1.48320770052307;8.19369993156183;1.62931673203683;8.98727331673633;1.67199799344564;9.21316583131798
"84";1.15585600878563;8.01680510676311;1.21313059918458;8.81787503850562;1.22953110349962;9.05115136627588
"90";0.898800025041225;7.79658998855677;0.898800025041225;8.57627962768686;0.898800025041225;8.80643284629542
"96";0.708597311016216;7.54795530574947;0.679168341615856;8.28663005523083;0.671354697453863;8.50617319299752
"102";0.577134430335186;7.29115624334371;0.539470344780044;7.9859014393381;0.530118239313671;8.19355808019078
"108";0.492950118064968;7.04241873035528;0.459887827393884;7.70086029961469;0.452422711461225;7.89887078882585
"114";0.443282385600542;6.80669766083604;0.419767973829463;7.43335664968456;0.415094619759655;7.62222446466096
"120";0.416299771273696;6.57845110652901;0.401917589304991;7.16836094251382;0.399483428716291;7.34541344470573
"126";0.402717096694071;6.34850725890704;0.394837543185796;6.89111410549152;0.393734443676073;7.05263288949679
"132";0.396295604481318;6.11016171127239;0.392277135558156;6.59532471228496;0.391821759371261;6.73842147908813
"138";0.393388587164877;5.86113184867132;0.391405702819255;6.28205574584588;0.391225983795429;6.4051411313156
"144";0.392099531404217;5.60267240719851;0.391116243856404;5.95618101521619;0.391045052433617;6.05875148143909
"150";0.391526732440564;5.33801015624788;0.391018921776473;5.62384750396208;0.390989258139273;5.70618654977569
"156";0.391266769679199;5.07113068657209;0.390984719947729;5.29119079762382;0.390971145387001;5.35414372792806
"162";0.39114508629768;4.80605970507684;0.390971881504375;4.96376859625109;0.39096479638334;5.00857911226328
"168";0.391086996651003;4.54649190787531;0.390966738457557;4.64632661327124;0.390962387766336;4.67450676283949
"174";0.391060641661661;4.29561937171144;0.390964672555895;4.34271969029391;0.390961456164;4.35593974850587
"180";0.391053027829017;4.056069066739;0.39096411180857;4.05591657996065;0.390961208152937;4.05591159999368
"186";0.391060641661661;3.82990222511927;0.390964672555895;3.78805639739051;0.390961456164;3.77654956385112
"192";0.391086996651003;3.61865128992551;0.390966738457557;3.54053798097915;0.390962387766336;3.51918098588112
"198";0.39114508629768;3.42338169945338;0.390971881504375;3.31412858569838;0.39096479638334;3.28445821836751
"204";0.391266769679199;3.24477327239972;0.390984719947729;3.10908198866339;0.390971145387001;3.07249076463902
"210";0.391526732440564;3.08322462637629;0.391018921776473;2.92526100749811;0.390989258139273;2.88297779948552
"216";0.392099531404217;2.9389985891667;0.391116243856404;2.76226924655001;0.391045052433617;2.71534248898311
"222";0.393388587164877;2.81245114057279;0.391405702819255;2.61962040964073;0.391225983795429;2.56888985204262
"228";0.396295604481318;2.70441752401884;0.392277135558156;2.49702854117156;0.391821759371261;2.44306265187454
"234";0.402717096694071;2.61683347545936;0.394837543185796;2.39500310069116;0.393734443676073;2.33798440061484
"240";0.416299771273696;2.55355632173008;0.401917589304991;2.31600945817648;0.399483428716291;2.25562025150526
"246";0.443282385600542;2.52102088581002;0.419767973829463;2.2661913608747;0.415094619759655;2.20173122786175
"252";0.492950118064968;2.52798058565517;0.459887827393884;2.25661695788261;0.452422711461225;2.18768608801362
"258";0.577134430335185;2.58383077197495;0.539470344780043;2.30195756603905;0.53011823931367;2.22957674717177
"264";0.708597311016215;2.69627625134107;0.679168341615855;2.41621426582877;0.671354697453861;2.34348058928398
