zero-up-crossing period (s);significant wave height (m)
10.6777805745644;10.337636288293
10.7778822043174;10.2309921266226
10.7772674608878;9.91641612377441
10.6961729802669;9.40965246584867
10.5645532428696;8.73587609706202
10.4227374772248;7.92815944780487
10.3213787499772;7.02545135969937
10.3202608596032;6.07018455297251
10.4850682393662;5.10564889898904
10.8803489678761;4.1732808708453
11.5555970609318;3.31002502038695
12.5212184903072;2.54592320197908
13.716904083653;1.90208691415969
14.9908656529826;1.38921867459381
16.1230517703149;1.00688827656203
16.9051859348961;0.743856806405847
17.2289599143288;0.579847835226116
17.1077492707767;0.489109445560755
16.6259435455045;0.445503378896738
15.8792348632817;0.427579214060234
14.9470204926025;0.421294667846004
13.8907852212515;0.41938822592733
12.7605871203698;0.418872356841795
11.5995591268326;0.418742469435155
10.444928527568;0.418710535628732
9.32747276715222;0.418702485261891
8.27095875086466;0.4187003099742
7.29210856381395;0.418699658723871
6.40110776551592;0.418699440689061
5.60250162441799;0.418699363358602
4.89629698430196;0.418699343665015
4.27911064796624;0.418699363358602
3.74524629349096;0.418699440689061
3.28762622131463;0.418699658723871
2.89854351673449;0.4187003099742
2.57023057718258;0.418702485261891
2.29526095000012;0.418710535628732
2.06681625255847;0.418742469435155
1.87886824116037;0.418872356841795
1.72637051613623;0.41938822592733
1.60565585901483;0.421294667846004
1.51535423654625;0.427579214060234
1.45800537045045;0.445503378896738
1.44181940159394;0.489109445560755
1.48138963127073;0.579847835226115
1.59697146741523;0.743856806405846
1.81317837892109;1.00688827656203
2.15667378802903;1.3892186745938
2.6502306641189;1.90208691415969
3.30216004806713;2.54592320197908
4.09583859244458;3.31002502038694
4.98803343142432;4.1732808708453
5.92004289814896;5.10564889898904
6.83500835833599;6.07018455297223
7.69022517597094;7.02545135969937
8.45943896042351;7.92815944780487
9.12832208708143;8.73587609706202
9.68879205329338;9.40965246584867
10.1355366084849;9.91641612377441
10.4652621216012;10.2309921266226
10.6777805745644;10.337636288293
