"Hs.Pf....1.14e.04";"U.Pf....1.14e.04";"Hs.Pf....5.70e.06";"U.Pf....5.70e.06";"Hs.Pf....2.28e.06";"U.Pf....2.28e.06"
"0";9.78905744453843;27.1767930702198;12.3137353098317;31.5554617256888;13.0642947943831;32.7885007743056
"6";9.72070740930069;27.7394188598701;12.2228096813792;32.1432937171146;12.9666246963665;33.3805909513325
"12";9.51781211349653;27.9909357028015;11.9529428167634;32.3468273715471;12.6767499083283;33.5679734449753
"18";9.1867677654938;27.9522261294629;11.5127749807724;32.1959849517162;12.2039807773579;33.3831886594817
"24";8.73800893660426;27.6472820722636;10.9164095757126;31.7228354082825;11.5635164755678;32.860520891853
"30";8.18567545904585;27.1026766680715;10.1829753876503;30.9615478751381;10.7759764189888;32.0361467917597
"36";7.54715669746457;26.3473863725089;9.33602860561551;29.948833202322;9.86676052031036;30.9487937054737
"42";6.84252257340876;25.4126785913155;8.40280764760423;28.7244652154547;8.8652525485699;29.6404701416587
"48";6.09385152137695;24.3318163844509;7.41335456756207;27.3316044561562;7.80388167095895;28.1569994587113
"54";5.32446476356134;23.1392987053871;6.39951461016535;25.8166012374783;6.7170547096137;26.5480446503252
"60";4.55807346372939;21.8692506665634;5.39381875541505;24.2277011151492;5.63996378918674;24.8660214786683
"66";3.81784030630092;20.5524591430835;4.42824079600508;22.6115709351579;4.60725804197379;23.1626720068298
"72";3.12535081110164;19.2116439678701;3.53279890246543;21.0059314923203;3.65154080116739;21.4811432291053
"78";2.49948629148877;17.855501656606;2.73394394677616;19.4268385533207;2.80161570195782;19.8411846699289
"84";1.9552006868408;16.4749588733377;2.05265986052575;17.8538346206535;2.08037329271282;18.2198540095544
"90";1.50224983266665;15.0499200365632;1.50224983266665;16.230958453514;1.50224983266665;16.5485575022059
"96";1.14403534002163;13.5752872119405;1.08601542982936;14.5173586014112;1.07046152572546;14.7716386295934
"102";0.876915694615218;12.0971155127438;0.79558483343635;12.7816372820293;0.774924486120951;12.965524299266
"108";0.690513228954271;10.718682214926;0.611337653245073;11.2189829509124;0.59272450530881;11.3597751922758
"114";0.569452794754433;9.54706128224053;0.506259040286161;10.0014066570872;0.49288381194057;10.1438276453864
"120";0.496368144595501;8.62362375420251;0.452558753947103;9.13400580809841;0.44444005597328;9.30133383808599
"126";0.455162397781769;7.90978709462973;0.427772841214091;8.4946391554535;0.423435481196051;8.6821037390877
"132";0.433227116682536;7.32868265898108;0.417244665361573;7.95281088804721;0.415120197932608;8.14508518365904
"138";0.422024524524372;6.80968550284578;0.413018000784439;7.42662408950742;0.412022782243525;7.61037399457228
"144";0.416432068130672;6.30647218151104;0.411364674714409;6.87864907379284;0.410899543050169;7.0451888286419
"150";0.413652185225675;5.79526767682284;0.410715218755274;6.29687827645973;0.410489383970822;6.4408909238056
"156";0.412255834946985;5.267345012818;0.410452319908725;5.68142651598696;0.410334101431197;5.79948051579829
"162";0.41154301205217;4.72281776545788;0.410340910285738;5.03828088688877;0.410271989648412;5.12801519191801
"168";0.411178610761772;4.16701414219124;0.410291784228194;4.37708878078094;0.410245829813147;4.43696524721695
"174";0.411005272269347;3.60871909458209;0.410270694745625;3.71076346938614;0.410234951717405;3.74020598058349
"180";0.410953970141235;3.05936641936937;0.410264772484198;3.05571755152908;0.410231946421548;3.05554370892376
"186";0.411005272269347;2.53245322202365;0.410270694745625;2.43188727218988;0.410234951717405;2.40493410895937
"192";0.411178610761772;2.04260497240497;0.410291784228194;1.8615930949284;0.410245829813147;1.81325574816175
"198";0.41154301205217;1.60390611175344;0.410340910285738;1.36630488644718;0.410271989648412;1.30442208794833
"204";0.412255834946985;1.2275422043281;0.410452319908725;0.961452904130833;0.410334101431197;0.895011557344789
"210";0.413652185225675;0.919480121272489;0.410715218755274;0.651612940770799;0.410489383970822;0.588554130020428
"216";0.416432068130672;0.679345109556756;0.411364674714409;0.429423299363747;0.410899543050169;0.374801057464356
"222";0.422024524524372;0.501217001004003;0.413018000784439;0.279211030265847;0.412022782243525;0.234750744470015
"228";0.433227116682536;0.37596924418221;0.417244665361573;0.182752763231941;0.415120197932608;0.147654490154771
"234";0.455162397781769;0.294047972790677;0.427772841214091;0.123890854588672;0.423435481196051;0.0959964364860205
"240";0.4963681445955;0.247847540148886;0.452558753947103;0.0907381906438768;0.44444005597328;0.067373191340587
"246";0.569452794754432;0.233712323962811;0.506259040286161;0.0762072274335431;0.49288381194057;0.0544516989513822
"252";0.690513228954271;0.25443216435169;0.611337653245073;0.0785004184414875;0.59272450530881;0.0548337479522159
"258";0.876915694615216;0.323528704405369;0.795584833436349;0.103725403485874;0.774924486120949;0.0729663166295814
"264";1.14403534002163;0.472191392573654;1.08601542982936;0.173763748587727;1.07046152572546;0.127486595083374
"270";1.50224983266665;0.75711999425034;1.50224983266665;0.342354682039403;1.50224983266665;0.268565193521914
"276";1.9552006868408;1.2621401879217;2.05265986052574;0.713790180306639;2.08037329271282;0.602170236139734
"282";2.49948629148877;2.08381976147132;2.73394394677615;1.4398804964558;2.80161570195782;1.29401264443
"288";3.12535081110163;3.30082676196275;3.53279890246543;2.67281084939756;3.65154080116739;2.5200534932579
