"Hs.Pf....1.14e.04";"U.Pf....1.14e.04";"Hs.Pf....5.70e.06";"U.Pf....5.70e.06";"Hs.Pf....2.28e.06";"U.Pf....2.28e.06"
"0";12.9197685000439;25.3141245308289;16.2034730954787;29.7328819721106;17.1212597866067;30.7807010225066
"3";12.9056284515406;25.6742986066071;16.1934639884587;29.9878330685965;17.1074124809416;31.1334183783741
"6";12.87568888959;26.0295485232596;16.1781392408164;30.1696699081481;17.0801235065939;31.4572175668378
"9";12.8358102454516;26.3212008188972;16.1512097038451;30.366618963158;17.0687142507682;31.5406591111775
"12";12.785538282777;26.5738135345474;16.1143332221372;30.5519204252899;17.0416804095726;31.6765020676794
"15";12.7241474180314;26.7973788876198;16.0616746187732;30.7436857523;17.0041690553694;31.8131060914445
"18";12.6400552048035;27.0253526542552;15.9878744355234;30.9437578530098;16.9032919271036;32.0865837181519
"21";12.5406283166915;27.2280691396434;15.8964731479733;31.1301113447458;16.7741813811472;32.3498207217414
"24";12.4211236775518;27.4106946401065;15.765670404058;31.3300024681486;16.6427450833268;32.5506800343277
"27";12.2779915739104;27.5717303460941;15.6150029577073;31.499516071143;16.5139568123435;32.6955777170493
"30";12.0885560135615;27.7227428582301;15.4413102404094;31.637978847248;16.3824307703808;32.8004264475175
"33";11.8443537049257;27.8506644567927;15.239193331471;31.7438546607584;16.1850450904983;32.9038238799373
"36";11.5444187548815;27.9380417227171;14.9758898514136;31.820560420432;15.9567225788279;32.9703389586762
"39";11.1943026461509;27.9695850772913;14.6012872821861;31.8543098577496;15.6037703027221;33.0021378348642
"42";10.7838271766281;27.9340092183385;14.0739569262785;31.8086062000254;15.1321823616503;32.961265365445
"45";10.2821307839311;27.8116010412973;13.3344998553526;31.6281871390757;14.3437124199058;32.7688877250521
"48";9.68335699876988;27.5806905627337;12.255879806286;31.2122292633459;13.2314376914543;32.339951294958
"51";9.05062842347961;27.2551369956751;10.9083993813163;30.5189192469788;11.6449735644648;31.5236786059697
"54";8.49734142516344;26.9049541813353;9.35821015422767;29.5377835471462;9.84690702923356;30.3856580097985
