"Hs.Pf....1.14e.04";"Tz.Pf....1.14e.04";"Hs.Pf....5.70e.06";"Tz.Pf....5.70e.06";"Hs.Pf....2.28e.06";"Tz.Pf....2.28e.06"
"0";6.77916412244187;8.22089745818323;8.90546102519734;9.05011579648118;9.50689624634741;9.343261831984
"6";6.77005345521376;8.27494255619102;8.90056782512342;9.07914259231795;9.5121674664029;9.31199259589107
"12";6.74686378130539;8.3361535529861;8.88078294167373;9.13136637270466;9.49606207781423;9.35450405565458
"18";6.70964183120652;8.39294899476282;8.88117251063563;9.13077194545851;9.46288908432508;9.4051213611764
"24";6.66350425242337;8.43708225235341;8.8473070772831;9.16316618748384;9.46599704431686;9.40214841802429
"30";6.551269918385;8.50495150902982;8.76641820954521;9.2120805181457;9.41140430471734;9.43516120941556
"36";6.34868608941131;8.57813254657192;8.55013493973144;9.29021031837781;9.26286605344853;9.48881891446345
"42";5.80076001418364;8.67637936648402;8.02420159433869;9.38451369433797;8.68187073849591;9.59299527083452
"48";4.72996725060758;8.71429525416461;5.88684475072471;9.4601957355064;6.34776088455678;9.67564417365357
"54";3.56265519717044;8.61669960023066;3.05869011752992;9.22374173844514;2.89998210816485;9.38738515729987
"60";2.84862831393052;8.48407892611457;2.02490613620666;9.03173058072598;1.88095483517552;9.19811485521643
"66";2.29835216142993;8.33210384933357;1.7382622010663;8.95256535822124;1.67046600985019;9.13998212450478
"72";1.94787713210195;8.20644565937982;1.58834138393291;8.89881323056326;1.48886288036896;9.07487072246195
"78";1.70272811631734;8.09969439120947;1.38965117310161;8.81229266301626;1.33791609920275;9.00914025128648
"84";1.51001672040861;8.00160221892339;1.28724654307649;8.76016760541938;1.29419575406505;8.98688612559022
"90";1.4092038593724;7.9430340279033;1.24650844711333;8.73650042087922;1.18884450780757;8.92568131648559
"96";1.29193056281578;7.86646532124433;1.11593031545236;8.65124487718094;1.16972015816794;8.91319487020502
"102";1.16460039823638;7.7739644862012;1.06571049960853;8.61476196744301;1.10523612642696;8.86634951503963
"108";1.11424145470135;7.73350700488079;1.00519252517243;8.56614290102842;1.02518596010667;8.80203863237891
"114";1.03944859882224;7.66726002705336;0.970668135296201;8.5355632893295;0.942460977227089;8.72876585729654
"120";0.976691564795598;7.60599769076656;0.903170351163433;8.46967311439868;0.904684775573815;8.69188937954046
"126";0.907550269379615;7.53144181147598;0.871845340638265;8.43589498384097;0.864586726196772;8.64865117708626
"132";0.855612956272654;7.46925580146197;0.794376974081823;8.34313992336015;0.805903995088713;8.57838868782695
"138";0.800228590368175;7.39497286433225;0.75918094443839;8.29593410246607;0.784285595696958;8.54939353411096
"144";0.730035569180795;7.28805784951746;0.696943532031536;8.20113673148883;0.666748012470373;8.37036530253764
"150";0.683872985510088;7.20650567556839;0.640630940158099;8.10165325541772;0.639341981607132;8.32194900478109
"156";0.630149211031423;7.0926931077423;0.580343630247738;7.97393599029983;0.580765804232998;8.19785673417873
"162";0.563122032522258;6.91253894011761;0.524565171991938;7.82401588412844;0.523387905826768;8.04363768815377
"168";0.488949595715098;6.63057250180509;0.459729577144954;7.57754344043069;0.457003018243053;7.79127560979273
"174";0.391057418581986;5.93612666134589;0.390963959475215;7.08972103668107;0.390961344055525;7.32277682593049
"180";0.391057418581986;2.98314154013506;0.390963959475214;2.44710321006753;0.390961344055524;2.3689311719005
"186";0.423790113810749;2.78896896447111;0.407161877916233;2.3510160555541;0.406909702813389;2.27432442241089
"192";0.445629672876767;2.73132170365675;0.417141896349998;2.32467299964147;0.417515888218496;2.24632854875586
"198";0.463230229295209;2.70446573897337;0.424853417913019;2.31290630625815;0.421902570778881;2.23963509037205
"204";0.483776049339146;2.68481247600804;0.43579709877396;2.30243804374495;0.432163706088394;2.22981972208159
"210";0.496367015662539;2.67719858911213;0.444115469304107;2.29740783948993;0.439838768231885;2.22517853302757
"216";0.515559056066765;2.67026568910502;0.449358827341296;2.29551373775777;0.439893715449939;2.22515868398805
"222";0.536215667290269;2.66656182018069;0.450744172258609;2.29526533612339;0.448491295440387;2.22361708023676
"228";0.539435493065184;2.66644780880838;0.45949060116707;2.29495563229705;0.453033154951166;2.22345625674138
"234";0.567398444361372;2.66878571195059;0.470131675641187;2.29584530238895;0.460452760190065;2.22407658891656
"240";0.582095813223533;2.67151554609547;0.489361898835815;2.29941705188933;0.477176804854774;2.22718285022049
"246";0.609848779405005;2.67918035066162;0.488123883796396;2.2990751373255;0.47949527214154;2.22782316371094
"252";0.626288911429055;2.68507474272917;0.499743039018455;2.30324103187381;0.492834149784092;2.2326056420056
"258";0.663543917841542;2.70129760688181;0.507765539411448;2.30673446662454;0.519617492850112;2.24426857211767
"264";0.70900914207168;2.72443989479466;0.541430737794557;2.32387041452357;0.508884751122474;2.23880549119459
"270";0.77643145804037;2.76360953089152;0.576063680087907;2.34399075193861;0.554452409527926;2.26527845599686
"276";0.97679861486881;2.89443090716178;0.820507781740127;2.50359033055953;0.969027517229088;2.53595797760776
"282";1.43078935824804;3.22423903238605;3.56427609999153;4.49684040952944;5.43566625332432;5.78081212736549
"288";3.24291002284673;4.68006460758609;8.08528831216061;8.1289413688356;8.99934789729359;8.64381070164107
"294";5.7334104857522;6.88599894457646;8.56546978971852;8.55425701326477;9.11516429635238;8.74639384718777
"300";6.26470063371412;7.40463524113063;8.65462556390935;8.64128934525912;9.29273103988046;8.91973144549986
"306";6.42925796454159;7.58207936362992;8.74267987742359;8.73623935639045;9.35275954922805;8.98446089943886
"312";6.5716149682679;7.75252741975204;8.72762811681808;8.71821745884225;9.5424445543254;9.21157610661559
"318";6.63241211484086;7.83407011763785;8.81757296431152;8.83885380345657;9.45326509503745;9.09196632036337
"324";6.65489766266099;7.86831914464426;8.84421587672314;8.87943515081863;9.48030913157218;9.13315864287424
"330";6.72006063019374;7.98343795387678;8.90728518109682;8.99085523332135;9.45885470289638;9.09525662006225
"336";6.73566456015332;8.01649451689962;8.88197467242379;8.93723550885085;9.50591807797493;9.19495928653033
"342";6.76891871207608;8.10587429079074;8.87233454915626;8.91132499879076;9.52031046596664;9.23364282858668
"348";6.77287961862945;8.12093167277006;8.90440195384422;9.03322920303443;9.49737659704691;9.14645975068893
"354";6.77916412244187;8.16551386166088;8.90546102519734;9.04074224153725;9.50689624634741;9.21399201989547
"360";6.77916412244187;8.22089745818323;8.90546102519734;9.05011579648118;9.50689624634741;9.343261831984
