"Hs.Pf....1.14e.04";"U.Pf....1.14e.04";"Hs.Pf....5.70e.06";"U.Pf....5.70e.06";"Hs.Pf....2.28e.06";"U.Pf....2.28e.06"
"0";12.9255649530953;25.4760314334263;16.2197667582537;29.9319560085625;17.1239445182429;31.1084906011558
"6";12.8598037375173;26.2563256271645;16.1934336992763;30.2444127179286;17.0885297416282;31.5287070512631
"12";12.780466261474;26.654990294503;16.110086308219;30.6632268973873;17.0545220614972;31.6995930078444
"18";12.5925087064533;27.1645427267786;15.9774025144925;31.0229323096516;16.8256945873061;32.3199436824031
"24";12.3712427637777;27.5026785833233;15.702751502625;31.4426505637384;16.6141497457776;32.6432238733032
"30";12.0147942456742;27.7868289617784;15.3389745811254;31.7326429319696;16.3060800204375;32.8888080870115
"36";11.3817009179599;27.97126216652;14.9027214022703;31.8597325226077;15.8605255982793;33.0186073225557
"42";10.5938110854332;27.90297585069;13.8920675898128;31.772139279767;14.9413394705114;32.9389415728074
"48";9.36441938817271;27.4288745586968;11.766324757896;30.9523701001778;12.6922817080286;32.0716173560127
"54";8.14928370964866;26.6597987752331;8.43988397910715;28.8470208019002;8.7526902516788;29.5781967122378
"60";7.69495186518432;26.2758419195368;5.99803180975168;26.7834060840582;5.81700453201329;27.0972421589328
"66";7.03302707036143;25.5920655407511;4.92559111002916;25.6755617732632;4.8044940042636;26.0513064460512
"72";6.34020429948846;24.7578226267221;4.31813913841722;24.9441156888748;4.14551922224267;25.25782062899
"78";5.7703790675504;23.9806208026788;4.00111237358153;24.5117133204103;3.92767326056717;24.9606939499926
"84";5.35975933236488;23.3578115685175;3.77951610952787;24.1756062420549;3.7370671438187;24.6715913096995
"90";4.94423737858935;22.6654527722793;3.52128479671787;23.7453312126284;3.34415878208425;24.016912157634
"96";4.57075094852942;21.9873047551795;3.26985213102758;23.2887990605911;3.17527061269408;23.7102579716568
"102";4.13663798072106;21.1327327982572;3.06897149610555;22.8933560076922;3.16969304756223;23.6992782702817
"108";3.95259150466654;20.7410163949012;2.96087644428441;22.6632912662874;2.98088129294386;23.2974196581747
"114";3.45676277014684;19.6008753811188;2.79891366054375;22.290863450808;2.82583461094235;22.9408951792697
"120";3.06620412498648;18.6294094374171;2.68106563903775;21.9977311879728;2.68063284597082;22.5797238894182
"126";2.83733999852684;18.0115760653345;2.58807876085014;21.7467071528878;2.51936820092457;22.1443796483267
"132";2.47456291562762;16.9425305363027;2.40212972134762;21.1987453364488;2.46524649112853;21.984891702124
"138";2.15218925849057;15.8961676390367;2.26057764315461;20.7392945116902;2.25840742641227;21.3135318740712
"144";1.78002544270494;14.5475210378886;2.06671793073978;20.0367860163495;2.07760398569211;20.6583366738382
"150";1.45051653751304;13.1867650973382;1.8591594316612;19.1796423817385;1.85328608664582;19.7319826090786
"156";1.18500407053411;11.8961979118464;1.60811487650847;17.959398870528;1.61868217569783;18.5916515636005
"162";0.968388749482626;10.587088652406;1.26729793384034;15.8996802261808;1.29871443192609;16.6579345298259
