zero-up-crossing period (s);significant wave height (m)
9.73243049234136;9.74340140668896
9.75291197223465;9.74144149580357
9.76629448060367;9.73874589937356
9.74772214157721;9.74471962122347
9.78723726174169;9.7264297448506
9.88273145110597;9.66577066412992
9.80398706648152;9.73315261844285
9.84923785150826;9.6808704108706
10.2580509702944;9.02756587283657
11.7328428164161;5.57750475836323
12.7049019944136;1.799739570864
12.7954241365906;0.95074300926363
12.7925320344905;0.856208400335696
12.7908050791768;0.845329678084235
12.8159767356254;0.934813517480583
12.7899737769648;0.869996114977485
12.7727965746264;0.837029387096342
12.7591821023657;0.815875724650177
12.7631714849318;0.821044979732025
12.7326652009479;0.787483510804911
12.7294930549013;0.784489947617181
12.7013002998181;0.761565528898826
12.6719041136828;0.740981505622963
12.6450489615901;0.724879896726766
12.6067140633123;0.705430155772669
12.6549995131628;0.725746997244646
12.54802304579;0.689640896656819
12.3815796930049;0.647086970953596
12.2435097954358;0.623145293123371
11.6295050813667;0.5685794876169
2.20024814268949;0.568579487616899
2.06106452478098;0.581898226752317
2.01769776521796;0.590633456280001
2.00375511579681;0.595118056166653
1.98811863076602;0.60235552316483
1.97871095107594;0.60833139672859
1.96675185234937;0.618564855887112
1.96678119330426;0.618530955704101
1.95930574848621;0.630477103709228
1.95260088941195;0.64616214674153
1.95018339877257;0.655557368951552
1.94904634646677;0.666221649256533
1.94905747827482;0.666585516466108
1.95393343326788;0.697300937796423
1.96326036723449;0.730457669568625
1.99206310848879;0.802254071564364
2.03122233336347;0.87740900570575
2.27237538646382;1.25210368247843
5.57035500458121;5.52547120696489
8.90279802894569;9.19165628124035
9.14526114880917;9.42046941258392
9.40099734724469;9.62841658472415
9.58440195991498;9.75684157151427
9.4900886311746;9.70029389947611
9.46121887790211;9.68564643077828
9.60910944553304;9.7478736488545
9.65138925527435;9.76214369441541
9.55611648601268;9.73778567544462
9.63934700697353;9.75221806334068
9.54013709526712;9.74340140668896
9.73243049234136;9.74340140668896
