significant wave height (m);wind speed (m/s)
0.102025;1.725700  
0.102026;1.258996  
0.102029;0.884260  
0.102036;0.595684  
0.102046;0.383750  
0.102064;0.236031  
0.102095;0.138635  
0.102148;0.077951  
0.102243;0.042164  
0.102418;0.022104  
0.102741;0.011349  
0.103351;0.005792  
0.104502;0.003002  
0.106674;0.001633  
0.110721;0.000980  
0.118117;0.000696  
0.131257;0.000636  
0.153783;0.000797  
0.190788;0.001372  
0.248754;0.002999  
0.335060;0.007369  
0.457124;0.018228  
0.621383;0.042383  
0.832459;0.089943  
1.092720;0.173494  
1.402276;0.306650  
1.759282;0.502742  
2.160362;0.774037  
2.601035;1.131443  
3.076075;1.584474  
3.579785;2.141245  
4.106191;2.808382  
4.649191;3.590804  
5.202650;4.491369  
5.760479;5.510439  
6.316694;6.645394  
6.865461;7.890161  
7.401145;9.234815  
7.918341;10.665314  
8.411910;12.163451  
8.877017;13.707089  
9.309158;15.270761  
9.704188;16.826725  
10.058350;18.346475  
10.368303;19.802636  
10.631135;21.170953  
10.844392;22.431940  
11.006089;23.571785  
11.114726;24.582323  
11.169297;25.460247  
11.169297;26.205925  
11.114726;26.822172  
11.006089;27.313235  
10.844392;27.684054  
10.631135;27.939783  
10.368303;28.085525  
10.058350;28.126196  
9.704188;28.066483  
9.309158;27.910854  
8.877017;27.663597  
8.411910;27.328876  
7.918341;26.910796  
7.401145;26.413482  
6.865461;25.841159  
6.316694;25.198259  
5.760479;24.489534  
5.202650;23.720216  
4.649191;22.896210  
4.106191;22.024359  
3.579785;21.112796  
3.076075;20.171422  
2.601035;19.212549  
2.160362;18.251768  
1.759282;17.309057  
1.402276;16.410156  
1.092720;15.588045  
0.832459;14.884073  
0.621383;14.347464  
0.457124;14.030332  
0.335060;13.972764  
0.248754;14.172006  
0.190788;14.541819  
0.153783;14.901258  
0.131257;15.043101  
0.118117;14.846689  
0.110721;14.320036  
0.106674;13.546312  
0.104502;12.616396  
0.103351;11.598770  
0.102741;10.538429  
0.102418;9.464713  
0.102243;8.398300  
0.102148;7.355456  
0.102095;6.350162  
0.102064;5.395026  
0.102046;4.501542  
0.102036;3.680013  
0.102029;2.939284  
0.102026;2.286323  
0.102025;1.725700  
