significant wave height (m);wind speed (m/s)
0.226130;2.088660  
0.226160;1.768289  
0.226254;1.472223  
0.226424;1.203983  
0.226699;0.966346  
0.227121;0.760991  
0.227763;0.588218  
0.228741;0.446856  
0.230240;0.334392  
0.232555;0.247320  
0.236155;0.181605  
0.241769;0.133150  
0.250517;0.098164  
0.264074;0.073383  
0.284857;0.056164  
0.316218;0.044472  
0.362565;0.036815  
0.429344;0.032174  
0.522804;0.029936  
0.649519;0.029859  
0.815726;0.032086  
1.026618;0.037225  
1.285771;0.046533  
1.594828;0.062236  
1.953471;0.088007  
2.359625;0.129599  
2.809788;0.195524  
3.299393;0.297606  
3.823143;0.451132  
4.375279;0.674382  
4.949793;0.987425  
5.540572;1.410303  
6.141513;1.960896  
6.746597;2.652835  
7.349944;3.493815  
7.945858;4.484526  
8.528857;5.618271  
9.093703;6.881252  
9.635424;8.253381  
10.149342;9.709518  
10.631084;11.220983  
11.076612;12.757253  
11.482231;14.287744  
11.844614;15.783582  
12.160813;17.219193  
12.428274;18.573541  
12.644849;19.830844  
12.808806;20.980679  
12.918840;22.017544  
12.974076;22.940040  
12.974076;23.749906  
12.918840;24.451078  
12.808806;25.048895  
12.644849;25.549504  
12.428274;25.959442  
12.160813;26.285370  
11.844614;26.533922  
11.482231;26.711630  
11.076612;26.824891  
10.631084;26.879962  
10.149342;26.882951  
9.635424;26.839796  
9.093703;26.756208  
8.528857;26.637549  
7.945858;26.488631  
7.349944;26.313374  
6.746597;26.114288  
6.141513;25.891703  
5.540572;25.642704  
4.949793;25.359735  
4.375279;25.028956  
3.823143;24.628641  
3.299393;24.128283  
2.809788;23.489549  
2.359625;22.670600  
1.953471;21.635008  
1.594828;20.364806  
1.285771;18.874105  
1.026618;17.216740  
0.815726;15.481623  
0.649519;13.774758  
0.522804;12.194275  
0.429344;10.808825  
0.362565;9.647312  
0.316218;8.701698  
0.284857;7.938928  
0.264074;7.315460  
0.250517;6.788916  
0.241769;6.324526  
0.236155;5.896963  
0.232555;5.489456  
0.230240;5.091880  
0.228741;4.698842  
0.227763;4.308158  
0.227121;3.919768  
0.226699;3.535037  
0.226424;3.156301  
0.226254;2.786590  
0.226160;2.429426  
0.226130;2.088660  
