significant wave height (m);zero-up-crossing period (s)
0.098388;4.564938  
0.098396;4.200286  
0.098421;3.866083  
0.098467;3.560886  
0.098541;3.283107  
0.098657;3.031079  
0.098835;2.803106  
0.099109;2.597508  
0.099536;2.412662  
0.100206;2.247039  
0.101268;2.099235  
0.102955;1.968014  
0.105636;1.852344  
0.109874;1.751443  
0.116504;1.664824  
0.126712;1.592330  
0.142096;1.534146  
0.164688;1.490783  
0.196887;1.463020  
0.241301;1.451841  
0.300506;1.458351  
0.376760;1.483718  
0.471766;1.529114  
0.586505;1.595667  
0.721193;1.684411  
0.875327;1.796224  
1.047789;1.931758  
1.236983;2.091350  
1.440956;2.274936  
1.657512;2.481968  
1.884297;2.711362  
2.118869;2.961476  
2.358746;3.230131  
2.601446;3.514673  
2.844513;3.812072  
3.085545;4.119046  
3.322207;4.432194  
3.552252;4.748138  
3.773532;5.063639  
3.984014;5.375710  
4.181787;5.681689  
4.365079;5.979301  
4.532262;6.266690  
4.681867;6.542432  
4.812586;6.805537  
4.923284;7.055439  
5.013006;7.291977  
5.080978;7.515379  
5.126619;7.726240  
5.149538;7.925508  
5.149538;8.114464  
5.126619;8.294713  
5.080978;8.468171  
5.013006;8.637059  
4.923284;8.803891  
4.812586;8.971471  
4.681867;9.142875  
4.532262;9.321439  
4.365079;9.510733  
4.181787;9.714517  
3.984014;9.936688  
3.773532;10.181184  
3.552252;10.451856  
3.322207;10.752289  
3.085545;11.085538  
2.844513;11.453795  
2.601446;11.857940  
2.358746;12.296998  
2.118869;12.767497  
1.884297;13.262789  
1.657512;13.772410  
1.440956;14.281652  
1.236983;14.771527  
1.047789;15.219394  
0.875327;15.600414  
0.721193;15.889912  
0.586505;16.066408  
0.471766;16.114772  
0.376760;16.028659  
0.300506;15.811401  
0.241301;15.474937  
0.196887;15.037056  
0.164688;14.517937  
0.142096;13.937145  
0.126712;13.311869  
0.116504;12.656460  
0.109874;11.982777  
0.105636;11.300772  
0.102955;10.618969  
0.101268;9.944740  
0.100206;9.284438  
0.099536;8.643447  
0.099109;8.026202  
0.098835;7.436224  
0.098657;6.876162  
0.098541;6.347851  
0.098467;5.852391  
0.098421;5.390234  
0.098396;4.961273  
0.098388;4.564938  
