significant wave height (m);zero-up-crossing period (s)
0.188638;4.476263  
0.188655;4.197540  
0.188706;3.937234  
0.188799;3.695033  
0.188947;3.470481  
0.189175;3.263017  
0.189518;3.072006  
0.190035;2.896772  
0.190821;2.736633  
0.192021;2.590934  
0.193865;2.459089  
0.196705;2.340617  
0.201074;2.235198  
0.207755;2.142721  
0.217861;2.063333  
0.232912;1.997468  
0.254867;1.945844  
0.286106;1.909412  
0.329303;1.889266  
0.387208;1.886528  
0.462355;1.902239  
0.556766;1.937288  
0.671730;1.992358  
0.807694;2.067907  
0.964278;2.164154  
1.140385;2.281074  
1.334354;2.418380  
1.544123;2.575510  
1.767367;2.751611  
2.001613;2.945526  
2.244319;3.155801  
2.492935;3.380704  
2.744942;3.618253  
2.997878;3.866276  
3.249359;4.122463  
3.497087;4.384439  
3.738868;4.649836  
3.972614;4.916353  
4.196354;5.181821  
4.408238;5.444250  
4.606545;5.701872  
4.789688;5.953161  
4.956222;6.196861  
5.104846;6.431983  
5.234410;6.657815  
5.343919;6.873914  
5.432539;7.080097  
5.499596;7.276430  
5.544583;7.463218  
5.567162;7.640987  
5.567162;7.810476  
5.544583;7.972621  
5.499596;8.128540  
5.432539;8.279520  
5.343919;8.426999  
5.234410;8.572552  
5.104846;8.717862  
4.956222;8.864697  
4.789688;9.014873  
4.606545;9.170214  
4.408238;9.332485  
4.196354;9.503330  
3.972614;9.684173  
3.738868;9.876102  
3.497087;10.079732  
3.249359;10.295028  
2.997878;10.521114  
2.744942;10.756056  
2.492935;10.996639  
2.244319;11.238175  
2.001613;11.474363  
1.767367;11.697276  
1.544123;11.897538  
1.334354;12.064753  
1.140385;12.188239  
0.964278;12.258056  
0.807694;12.266226  
0.671730;12.207915  
0.556766;12.082274  
0.462355;11.892605  
0.387208;11.645708  
0.329303;11.350534  
0.286106;11.016587  
0.254867;10.652621  
0.232912;10.265991  
0.217861;9.862637  
0.207755;9.447442  
0.201074;9.024632  
0.196705;8.598054  
0.193865;8.171304  
0.192021;7.747744  
0.190821;7.330470  
0.190035;6.922264  
0.189518;6.525560  
0.189175;6.142414  
0.188947;5.774506  
0.188799;5.423142  
0.188706;5.089275  
0.188655;4.773536  
0.188638;4.476263  
