significant wave height (m);zero-up-crossing period (s)
0.057136;3.646837  
0.057150;3.494954  
0.057194;3.350030  
0.057275;3.212283  
0.057404;3.081868  
0.057602;2.958881  
0.057903;2.843381  
0.058361;2.735403  
0.059061;2.634985  
0.060140;2.542196  
0.061814;2.457172  
0.064417;2.380166  
0.068463;2.311595  
0.074716;2.252088  
0.084276;2.202510  
0.098663;2.163946  
0.119868;2.137639  
0.150342;2.124905  
0.192887;2.127037  
0.250436;2.145234  
0.325756;2.180547  
0.421132;2.233842  
0.538115;2.305774  
0.677387;2.396774  
0.838752;2.507046  
1.021235;2.636570  
1.223232;2.785094  
1.442671;2.952135  
1.677165;3.136969  
1.924132;3.338621  
2.180883;3.555867  
2.444695;3.787238  
2.712852;4.031033  
2.982681;4.285346  
3.251576;4.548102  
3.517014;4.817095  
3.776572;5.090036  
4.027937;5.364601  
4.268914;5.638482  
4.497441;5.909430  
4.711592;6.175296  
4.909587;6.434072  
5.089801;6.683920  
5.250771;6.923198  
5.391199;7.150479  
5.509963;7.364565  
5.606120;7.564498  
5.678907;7.749562  
5.727753;7.919285  
5.752272;8.073430  
5.752272;8.211992  
5.727753;8.335182  
5.678907;8.443411  
5.606120;8.537273  
5.509963;8.617517  
5.391199;8.685021  
5.250771;8.740761  
5.089801;8.785774  
4.909587;8.821118  
4.711592;8.847830  
4.497441;8.866876  
4.268914;8.879101  
4.027937;8.885176  
3.776572;8.885547  
3.517014;8.880375  
3.251576;8.869495  
2.982681;8.852373  
2.712852;8.828083  
2.444695;8.795307  
2.180883;8.752367  
1.924132;8.697304  
1.677165;8.628004  
1.442671;8.542389  
1.223232;8.438665  
1.021235;8.315605  
0.838752;8.172847  
0.677387;8.011135  
0.538115;7.832447  
0.421132;7.639920  
0.325756;7.437544  
0.250436;7.229645  
0.192887;7.020249  
0.150342;6.812499  
0.119868;6.608274  
0.098663;6.408130  
0.084276;6.211567  
0.074716;6.017513  
0.068463;5.824831  
0.064417;5.632696  
0.061814;5.440750  
0.060140;5.249093  
0.059061;5.058175  
0.058361;4.868671  
0.057903;4.681375  
0.057602;4.497111  
0.057404;4.316681  
0.057275;4.140824  
0.057194;3.970201  
0.057150;3.805380  
0.057136;3.646837  
