significant wave height (m);wind speed (m/s)
0.122054;1.973156  
0.122056;1.561141  
0.122062;1.200798  
0.122074;0.895463  
0.122095;0.645993  
0.122130;0.450292  
0.122188;0.303345  
0.122287;0.197870  
0.122459;0.125446  
0.122765;0.077746  
0.123317;0.047489  
0.124323;0.028918  
0.126165;0.017848  
0.129522;0.011441  
0.135573;0.007893  
0.146270;0.006144  
0.164668;0.005681  
0.195239;0.006466  
0.243995;0.009026  
0.318273;0.014742  
0.426055;0.026265  
0.574942;0.047879  
0.771061;0.085518  
1.018276;0.146405  
1.317887;0.238496  
1.668802;0.370054  
2.067982;0.549468  
2.510968;0.785280  
2.992367;1.086297  
3.506224;1.461658  
4.046293;1.920790  
4.606221;2.473219  
5.179666;3.128211  
5.760378;3.894255  
6.342257;4.778390  
6.919387;5.785407  
7.486075;6.916974  
8.036871;8.170731  
8.566598;9.539464  
9.070372;11.010457  
9.543625;12.565180  
9.982126;14.179467  
10.382003;15.824352  
10.739760;17.467682  
11.052297;19.076440  
11.316923;20.619456  
11.531375;22.069941  
11.693826;23.407189  
11.802897;24.617128  
11.857664;25.691784  
11.857664;26.628079  
11.802897;27.426424  
11.693826;28.089467  
11.531375;28.621118  
11.316923;29.025885  
11.052297;29.308456  
10.739760;29.473465  
10.382003;29.525380  
9.982126;29.468459  
9.543625;29.306755  
9.070372;29.044152  
8.566598;28.684403  
8.036871;28.231194  
7.486075;27.688205  
6.919387;27.059191  
6.342257;26.348077  
5.760378;25.559069  
5.179666;24.696809  
4.606221;23.766567  
4.046293;22.774503  
3.506224;21.728009  
2.992367;20.636167  
2.510968;19.510329  
2.067982;18.364828  
1.668802;17.217772  
1.317887;16.091744  
1.018276;15.014061  
0.771061;14.015899  
0.574942;13.129179  
0.426055;12.379940  
0.318273;11.777816  
0.243995;11.305047  
0.195239;10.914574  
0.164668;10.546181  
0.146270;10.152571 
0.135573;9.713107  
0.129522;9.227852  
0.126165;8.705119  
0.124323;8.153817  
0.123317;7.581302  
0.122765;6.993652  
0.122459;6.396365  
0.122287;5.794863  
0.122188;5.194745  
0.122130;4.601905  
0.122095;4.022556  
0.122074;3.463220  
0.122062;2.930657  
0.122056;2.431727  
0.122054;1.973156  
